description,file_urls,city_name,year,files
Download North Orange Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2013.csv,North Orange Community College District,2013,"[{'checksum': 'fde439e4c69d1ba0cf874cd0eb10cf44', 'url': 'https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2013.csv', 'path': 'full/1057036942e366826b2cea8342b6c2e38453abe5.csv'}]"
Download North Orange Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2012.csv,North Orange Community College District,2012,"[{'checksum': '70bb2a8580196f9d8584051270d3da9d', 'url': 'https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2012.csv', 'path': 'full/820788fffa74aed54f7e47dd2f0f60888f4fda0f.csv'}]"
Download Miracosta College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/miracosta-college-2012.csv,Miracosta College,2012,"[{'checksum': '74278f8c3c3320a82e36d636a3b29555', 'url': 'https://transcal.s3.amazonaws.com/public/export/miracosta-college-2012.csv', 'path': 'full/e783bc27bee6f402b4217efd5fc248210ba7fa38.csv'}]"
Download Miracosta College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/miracosta-college-2013.csv,Miracosta College,2013,"[{'checksum': 'f722a1bd38998c3061a7a4a245222b13', 'url': 'https://transcal.s3.amazonaws.com/public/export/miracosta-college-2013.csv', 'path': 'full/2b82c47a16e4b35427afad750287cf1e5a334cc6.csv'}]"
Download Merced College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/merced-college-2014.csv,Merced College,2014,"[{'checksum': '1af8d6253dad69caf0c76cfd28b48858', 'url': 'https://transcal.s3.amazonaws.com/public/export/merced-college-2014.csv', 'path': 'full/95e079adb6dbd41ba5eef57e6a9baf3f15524ece.csv'}]"
Download North Orange Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2014.csv,North Orange Community College District,2014,"[{'checksum': 'e7fda817801be001118a7b2c5f9edccf', 'url': 'https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2014.csv', 'path': 'full/bcebd480177a281fa3df76db2bb6e4615625acff.csv'}]"
Download Merced College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/merced-college-2016.csv,Merced College,2016,"[{'checksum': '003b6158ac5f6499ef0f46ef9fed085f', 'url': 'https://transcal.s3.amazonaws.com/public/export/merced-college-2016.csv', 'path': 'full/735b85372a088012108d487819665a143d0d0445.csv'}]"
Download Merced College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/merced-college-2012.csv,Merced College,2012,"[{'checksum': '87e835cff51a795a99c741ffc60d6cfb', 'url': 'https://transcal.s3.amazonaws.com/public/export/merced-college-2012.csv', 'path': 'full/b69c67d4359fe880f9415aa956a124ca732859ac.csv'}]"
Download Mendocino College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/mendocino-college-2015.csv,Mendocino College,2015,"[{'checksum': '8773bcf4366c848aa8450bf85d2870dd', 'url': 'https://transcal.s3.amazonaws.com/public/export/mendocino-college-2015.csv', 'path': 'full/942f11e60a1b761c4416a692e208c8a57e031214.csv'}]"
Download Mendocino College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/mendocino-college-2016.csv,Mendocino College,2016,"[{'checksum': '43cb7cf90d4dfe818ee5b4a3e166a201', 'url': 'https://transcal.s3.amazonaws.com/public/export/mendocino-college-2016.csv', 'path': 'full/cbcd87ecc97170780db521e0178341c01b88d645.csv'}]"
Download Mendocino College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/mendocino-college-2014.csv,Mendocino College,2014,"[{'checksum': 'a6e8b1ec32d441615e233e595b662d51', 'url': 'https://transcal.s3.amazonaws.com/public/export/mendocino-college-2014.csv', 'path': 'full/8f4271d6d6b183680b3178a07ec3e892525b649c.csv'}]"
Download Mendocino College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/mendocino-college-2012.csv,Mendocino College,2012,"[{'checksum': 'ba8b8ed4980efc5cecdba545f64fb038', 'url': 'https://transcal.s3.amazonaws.com/public/export/mendocino-college-2012.csv', 'path': 'full/670f00d9f9007cad594eaf52aebfbada953c7167.csv'}]"
Download North Orange Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2015.csv,North Orange Community College District,2015,"[{'checksum': '80318cc6ce78acdff56dd3c9f00f8b2a', 'url': 'https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2015.csv', 'path': 'full/760bbbb44dd6ebbc7d770a3e8f858ccacf599f2f.csv'}]"
Download Mendocino College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/mendocino-college-2013.csv,Mendocino College,2013,"[{'checksum': 'c1c118d5a391eaf6a66a9046f6d5b423', 'url': 'https://transcal.s3.amazonaws.com/public/export/mendocino-college-2013.csv', 'path': 'full/1137d2a163c85554853848d35eb9c9f211d852b2.csv'}]"
Download Merced College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/merced-college-2015.csv,Merced College,2015,"[{'checksum': 'a45435a68609fe8894fdbc71ea66834b', 'url': 'https://transcal.s3.amazonaws.com/public/export/merced-college-2015.csv', 'path': 'full/6825560586bedc38a8f59947132f27ba1148895e.csv'}]"
Download Merced College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/merced-college-2013.csv,Merced College,2013,"[{'checksum': '27c13e271fa1b24db54e3e33dcf1a652', 'url': 'https://transcal.s3.amazonaws.com/public/export/merced-college-2013.csv', 'path': 'full/685f1f408b0a0d25ef7362cdaf06611bd8c3562f.csv'}]"
Download Los Rios Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2014.csv,Los Rios Community College District,2014,"[{'checksum': '17f41f0d26ef139374da95e449e57fda', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2014.csv', 'path': 'full/3f504c42a8926aa9f24481d9b86ec9ba8bb3e523.csv'}]"
Download Los Rios Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2015.csv,Los Rios Community College District,2015,"[{'checksum': 'bf773e8f100d2a740e959c08ad2a8543', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2015.csv', 'path': 'full/59e770c8e1fcde0547d66dcbc401a405cb81ca37.csv'}]"
Download Los Rios Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2013.csv,Los Rios Community College District,2013,"[{'checksum': 'ee49b10ffd5cd59212de75d485fc6654', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2013.csv', 'path': 'full/1534581f92a4e42e73fe0eaab230ef0231900564.csv'}]"
Download Los Rios Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2016.csv,Los Rios Community College District,2016,"[{'checksum': 'afe94b7dd92de8ea123abe23c0a26ca2', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2016.csv', 'path': 'full/b36eb352c8a1195624018b741213c989d8f5bb14.csv'}]"
Download Los Rios Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2012.csv,Los Rios Community College District,2012,"[{'checksum': '779b2045a7e9489c5bd612e777086fa7', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-rios-community-college-district-2012.csv', 'path': 'full/65943a1fe61b56c697dbf7c450947373ddb52e89.csv'}]"
Download Long Beach City College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2016.csv,Long Beach City College,2016,"[{'checksum': '8de724405c10f8c7c6c61c93bd64f0ba', 'url': 'https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2016.csv', 'path': 'full/1a9decdf5678d4a0b353f3224e743d1186821e5a.csv'}]"
Download Long Beach City College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2015.csv,Long Beach City College,2015,"[{'checksum': '5f5efd1bd12417253ce1c2e510f66ee1', 'url': 'https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2015.csv', 'path': 'full/ec7ec079a2e6fcbfdc378ef0b1eb7b4906e4e7a4.csv'}]"
Download Long Beach City College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2014.csv,Long Beach City College,2014,"[{'checksum': 'a7c9fae519c8fac0ac9ab1411d20dde7', 'url': 'https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2014.csv', 'path': 'full/af47856cffcdadb5a1fba0220493a446d84bc65d.csv'}]"
Download Los Angeles Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2013.csv,Los Angeles Community College District,2013,"[{'checksum': '75ce290cefd0fcdd0484853f027c03b0', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2013.csv', 'path': 'full/9ea0c6a27e79073e6330e7f582e47c1d88916169.csv'}]"
Download Long Beach City College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2012.csv,Long Beach City College,2012,"[{'checksum': '4e6324152b42851fa50b80a877147890', 'url': 'https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2012.csv', 'path': 'full/1d5baccd13d89a3b3ab71b307a76fc43a939c500.csv'}]"
Download Lassen College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/lassen-college-2016.csv,Lassen College,2016,"[{'checksum': '6660aedfe837e169e456cdc829b90a21', 'url': 'https://transcal.s3.amazonaws.com/public/export/lassen-college-2016.csv', 'path': 'full/a0dea6566e9d2672fd5dab3781dbe6582a893f6e.csv'}]"
Download Lassen College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/lassen-college-2015.csv,Lassen College,2015,"[{'checksum': '8c7bec471e069e5b87384c1b4d89333d', 'url': 'https://transcal.s3.amazonaws.com/public/export/lassen-college-2015.csv', 'path': 'full/295e6caea7cbb2db0b2108879afdef0d7a0a80f0.csv'}]"
Download Long Beach City College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2013.csv,Long Beach City College,2013,"[{'checksum': '657c3c10feb5275ce10e1ce3d59d3958', 'url': 'https://transcal.s3.amazonaws.com/public/export/long-beach-city-college-2013.csv', 'path': 'full/f12bdbf79d50cc98bb737a05885c63face524fe3.csv'}]"
Download Lassen College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/lassen-college-2013.csv,Lassen College,2013,"[{'checksum': 'ecc70c2c2e33ab0ee2d9d95e7a83299a', 'url': 'https://transcal.s3.amazonaws.com/public/export/lassen-college-2013.csv', 'path': 'full/0365b7b46fcea1167f9e9fd7d8af47753d3ae95f.csv'}]"
Download Lassen College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/lassen-college-2014.csv,Lassen College,2014,"[{'checksum': '14f827f594c73e0cf33f43beab0a9b58', 'url': 'https://transcal.s3.amazonaws.com/public/export/lassen-college-2014.csv', 'path': 'full/64e968def808e4257a0c63f4ecdbcbb5a7bee26d.csv'}]"
Download Lake Tahoe Community College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2015.csv,Lake Tahoe Community College,2015,"[{'checksum': 'b94ef40ca045343b908308d65e86c9d4', 'url': 'https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2015.csv', 'path': 'full/fab5acfe1424c4701c834095f93baa5af715142c.csv'}]"
Download Lake Tahoe Community College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2016.csv,Lake Tahoe Community College,2016,"[{'checksum': '78c5c8b75e1425d7849540ae37298f14', 'url': 'https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2016.csv', 'path': 'full/9fbdd2e672e5a96261f9b41056916abb1d2ab596.csv'}]"
Download Lassen College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/lassen-college-2012.csv,Lassen College,2012,"[{'checksum': '27943c18dddd931dbba6e1f8b7dc2131', 'url': 'https://transcal.s3.amazonaws.com/public/export/lassen-college-2012.csv', 'path': 'full/2851ac2f054d8e2d97ccb5e95474b6b70a87c619.csv'}]"
Download Lake Tahoe Community College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2014.csv,Lake Tahoe Community College,2014,"[{'checksum': 'f1e5903ef69de42b8f51f4453166a188', 'url': 'https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2014.csv', 'path': 'full/4588e46e41464bea454d6cdbe252b6b1d4f50c8e.csv'}]"
Download Lake Tahoe Community College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2013.csv,Lake Tahoe Community College,2013,"[{'checksum': 'b7f945b9748db3494fc239a1a97b05e8', 'url': 'https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2013.csv', 'path': 'full/97bf830a1114e6a080580f9826e6c8c124e7f784.csv'}]"
Download Lake Tahoe Community College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2012.csv,Lake Tahoe Community College,2012,"[{'checksum': '1ef239dd5ce418cbbe86078e8ae9aa91', 'url': 'https://transcal.s3.amazonaws.com/public/export/lake-tahoe-community-college-2012.csv', 'path': 'full/74a6f7f02f5cf341f99fa100d9d5eb5fa9a44075.csv'}]"
Download Kern Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2013.csv,Kern Community College District,2013,"[{'checksum': '9a24b2fc7392b94912b657825005f554', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2013.csv', 'path': 'full/5a77c19fe1ccd83ceec5eafbac0963f4d29cf2c1.csv'}]"
Download Kern Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2016.csv,Kern Community College District,2016,"[{'checksum': 'f1a388a04f618fdd3ccd8a257ea4ac86', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2016.csv', 'path': 'full/f3a536c4f5c3431af1b7d85631c29e40d1174302.csv'}]"
Download Imperial Valley College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2016.csv,Imperial Valley College,2016,"[{'checksum': '8d77bc9dbaab535a50bb191284518028', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2016.csv', 'path': 'full/14eec898237cb7f4c2661d0eab9ce84757d64112.csv'}]"
Download Kern Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2015.csv,Kern Community College District,2015,"[{'checksum': '8b8e7c9216a6bca9ca6b764c57e95539', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2015.csv', 'path': 'full/f755bc4ac7bc282941c4c2901d5506e082eb9d3f.csv'}]"
Download Los Angeles Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2016.csv,Los Angeles Community College District,2016,"[{'checksum': 'f1691e8a49ea6d9b3025b57be473ec5c', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2016.csv', 'path': 'full/0f196b3deea410376cc31e372997bafcc5624f12.csv'}]"
Download Kern Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2014.csv,Kern Community College District,2014,"[{'checksum': 'd57b3c25c88d29c726b89acd8b04de09', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2014.csv', 'path': 'full/6c752a088c6aed7ba6da749dc32525217e785a4a.csv'}]"
Download Imperial Valley College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2013.csv,Imperial Valley College,2013,"[{'checksum': '240e3da5be3908a20f398fd6ca542dc9', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2013.csv', 'path': 'full/4f268e6d86a495164f1830dc2716c34b43695850.csv'}]"
Download Imperial Valley College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2014.csv,Imperial Valley College,2014,"[{'checksum': '51f48817791463c07ec98692ea2c4844', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2014.csv', 'path': 'full/b3835a766c9e4d9979762a666d98e6c9234a951a.csv'}]"
Download Imperial Valley College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2015.csv,Imperial Valley College,2015,"[{'checksum': '635dd94480873b5d096cc6144a25e947', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2015.csv', 'path': 'full/0271ee1b66c622f18fd009962fafda4ed4c2772d.csv'}]"
Download Imperial Valley College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2012.csv,Imperial Valley College,2012,"[{'checksum': 'efee4c6b67e600bf0c2c2ae65c27a79a', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-valley-college-2012.csv', 'path': 'full/c5a8ee09def3011d8e1569f8f3ed8792a92cde4f.csv'}]"
Download Kern Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2012.csv,Kern Community College District,2012,"[{'checksum': '36bf27071e947f19518f36b1aeb06f54', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-community-college-district-2012.csv', 'path': 'full/3ca827ee536fb3e729e7666aad2c24632591c942.csv'}]"
Download Hartnell College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/hartnell-college-2012.csv,Hartnell College,2012,"[{'checksum': '2d6272a6f2e0b88d035979b89485c976', 'url': 'https://transcal.s3.amazonaws.com/public/export/hartnell-college-2012.csv', 'path': 'full/4d2bbf2f61b6ef369d885f25d5efcacaeb54217b.csv'}]"
Download Hartnell College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/hartnell-college-2016.csv,Hartnell College,2016,"[{'checksum': '579dbb329aaf9cdadb375adbad76096e', 'url': 'https://transcal.s3.amazonaws.com/public/export/hartnell-college-2016.csv', 'path': 'full/f5cd11687829ca8d308737d3e5148062a6cc0ce6.csv'}]"
Download Hartnell College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/hartnell-college-2015.csv,Hartnell College,2015,"[{'checksum': '137e6a1454b1b0000e6bbfc2c04ebe56', 'url': 'https://transcal.s3.amazonaws.com/public/export/hartnell-college-2015.csv', 'path': 'full/3d743e3d59d012b0512518df456fae9dfff2a9e0.csv'}]"
Download Hartnell College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/hartnell-college-2014.csv,Hartnell College,2014,"[{'checksum': 'fbb218a5d24fc43bba3e4d6259516be2', 'url': 'https://transcal.s3.amazonaws.com/public/export/hartnell-college-2014.csv', 'path': 'full/8ad6bd99047e1246e73dbaa21510a592dcd2eade.csv'}]"
Download Hartnell College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/hartnell-college-2013.csv,Hartnell College,2013,"[{'checksum': 'e4b90669335c878d7a1860bdff884a40', 'url': 'https://transcal.s3.amazonaws.com/public/export/hartnell-college-2013.csv', 'path': 'full/a2968f06ecc840597ea5f513ca8f762498cb3964.csv'}]"
Download Grossmont-Cuyamaca CCD payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2015.csv,Grossmont-Cuyamaca CCD,2015,"[{'checksum': 'f295e8f5fd142d17629e8b4d7c3499ef', 'url': 'https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2015.csv', 'path': 'full/2a0a3db1b67d48bf14e132912b05294f77510961.csv'}]"
Download Grossmont-Cuyamaca CCD payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2012.csv,Grossmont-Cuyamaca CCD,2012,"[{'checksum': '52b6897b604a3f47bb89b92e85b84262', 'url': 'https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2012.csv', 'path': 'full/ee9b0bf75f286411d6817caf991ef56abe88b326.csv'}]"
Download Grossmont-Cuyamaca CCD payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2013.csv,Grossmont-Cuyamaca CCD,2013,"[{'checksum': '4e8db60fe8fe8d645aed71531ebbff8a', 'url': 'https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2013.csv', 'path': 'full/6cb405605ac4e76c9baa137aaa200e9f9f14f5a4.csv'}]"
Download Grossmont-Cuyamaca CCD payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2014.csv,Grossmont-Cuyamaca CCD,2014,"[{'checksum': '4a4e8325fbb926b20bf3441224d23291', 'url': 'https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2014.csv', 'path': 'full/e89513136b0e71b358ec3f4ace2fa28f3b2c3dee.csv'}]"
Download Grossmont-Cuyamaca CCD payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2016.csv,Grossmont-Cuyamaca CCD,2016,"[{'checksum': '341789b83a6c0e6fc0d144ee7f8abaa9', 'url': 'https://transcal.s3.amazonaws.com/public/export/grossmont-cuyamaca-ccd-2016.csv', 'path': 'full/e4bbbf7344af4d74af3920ea18c23e95f126872a.csv'}]"
Download Los Angeles Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2015.csv,Los Angeles Community College District,2015,"[{'checksum': 'c04d6abe78e5b18dc51dfc8fa6093eda', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2015.csv', 'path': 'full/437fc7841f6bcf05677968e27505c209eacb885e.csv'}]"
Download City College of San Francisco payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2015.csv,City College of San Francisco,2015,"[{'checksum': 'e5929d70b89fd9a072322aecf2238d43', 'url': 'https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2015.csv', 'path': 'full/2d9f67295a661d520e55ac4291e3a99b5561ba81.csv'}]"
Download City College of San Francisco payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2014.csv,City College of San Francisco,2014,"[{'checksum': 'd8d67054960387728c346502e6821685', 'url': 'https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2014.csv', 'path': 'full/db51c8154176235b188d66bdce84f465a1a48f35.csv'}]"
Download Citrus College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/citrus-college-2016.csv,Citrus College,2016,"[{'checksum': 'f3b2c05c42872424013e50479ecf0f8a', 'url': 'https://transcal.s3.amazonaws.com/public/export/citrus-college-2016.csv', 'path': 'full/b45ef264f5c705dcc44fc9e2117e0f37ed2e35ed.csv'}]"
Download City College of San Francisco payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2012.csv,City College of San Francisco,2012,"[{'checksum': '65f720c441cb6688bd1e5823adb7056e', 'url': 'https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2012.csv', 'path': 'full/8053e22c509cd51440fc4a8f970b98c7a47f55c3.csv'}]"
Download City College of San Francisco payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2016.csv,City College of San Francisco,2016,"[{'checksum': 'c3995b51ef31468a76b901baa940633a', 'url': 'https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2016.csv', 'path': 'full/a2d6ac00b83fd0e7f368e17e282468fac566db78.csv'}]"
Download Citrus College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/citrus-college-2014.csv,Citrus College,2014,"[{'checksum': '9a589ca8bae8a1e122476e3a96adb995', 'url': 'https://transcal.s3.amazonaws.com/public/export/citrus-college-2014.csv', 'path': 'full/cc373c11e694b092ad1c13fbd50a1a14d750f71c.csv'}]"
Download City College of San Francisco payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2013.csv,City College of San Francisco,2013,"[{'checksum': 'bb677d1ee465f50d07d367a24941ba86', 'url': 'https://transcal.s3.amazonaws.com/public/export/city-college-san-francisco-2013.csv', 'path': 'full/ff8dec122f073c490f423218bcd51d35b6f8d47f.csv'}]"
Download Citrus College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/citrus-college-2012.csv,Citrus College,2012,"[{'checksum': 'd8b767a7015ca62903bb03707b2d89cf', 'url': 'https://transcal.s3.amazonaws.com/public/export/citrus-college-2012.csv', 'path': 'full/edf9bdc2dc26b112791ca1705a48e86dbf4c9c18.csv'}]"
Download Chaffey College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/chaffey-college-2015.csv,Chaffey College,2015,"[{'checksum': '43375472d561a3b8104e1c00eaf97b37', 'url': 'https://transcal.s3.amazonaws.com/public/export/chaffey-college-2015.csv', 'path': 'full/80519addc6a6802fd5ecad9cea31584e2571d278.csv'}]"
Download Chaffey College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/chaffey-college-2012.csv,Chaffey College,2012,"[{'checksum': '21c84822e4c1b2c7418d5764946c2df7', 'url': 'https://transcal.s3.amazonaws.com/public/export/chaffey-college-2012.csv', 'path': 'full/c49436b173c4b11720d5e3d737c0ee7d121985c3.csv'}]"
Download Chaffey College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/chaffey-college-2014.csv,Chaffey College,2014,"[{'checksum': '849d87376feb46f76bead49729ba4595', 'url': 'https://transcal.s3.amazonaws.com/public/export/chaffey-college-2014.csv', 'path': 'full/81f89ca156ca79e0b80826ed1f4d5e9b4686a5d1.csv'}]"
Download Chaffey College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/chaffey-college-2013.csv,Chaffey College,2013,"[{'checksum': 'a80c0541a2f94241409286e8e27d3309', 'url': 'https://transcal.s3.amazonaws.com/public/export/chaffey-college-2013.csv', 'path': 'full/cb5d664faf92acf502e4305005e24ea6cbd44e43.csv'}]"
Download Chabot-Las Positas CCD payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2016.csv,Chabot-Las Positas CCD,2016,"[{'checksum': '12152e4748cbaf1c6674c53d533442cf', 'url': 'https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2016.csv', 'path': 'full/3a058b9fb377c73ff47c0990205dea7736e95671.csv'}]"
Download Chabot-Las Positas CCD payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2014.csv,Chabot-Las Positas CCD,2014,"[{'checksum': 'baa595e8ff4959e7e7796bf35137d20b', 'url': 'https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2014.csv', 'path': 'full/acc173d566c213f6568e3619de602ee638d266d2.csv'}]"
Download Chaffey College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/chaffey-college-2016.csv,Chaffey College,2016,"[{'checksum': 'e4c5e73cce40d7e0cd236d77dcb18e2b', 'url': 'https://transcal.s3.amazonaws.com/public/export/chaffey-college-2016.csv', 'path': 'full/037dd75aa358cb81eb7680755b73da2a7606bc87.csv'}]"
Download Chabot-Las Positas CCD payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2015.csv,Chabot-Las Positas CCD,2015,"[{'checksum': '508277c3e00564a66913f543327da519', 'url': 'https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2015.csv', 'path': 'full/5cd9ad6baec64cd33160a2ecaa4a68d25cfd309e.csv'}]"
Download Chabot-Las Positas CCD payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2012.csv,Chabot-Las Positas CCD,2012,"[{'checksum': 'f758e9b918ce816975b8d811a79f99bc', 'url': 'https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2012.csv', 'path': 'full/da4fcfab8bf05cc183015b99d834eb76fee7780c.csv'}]"
