year,files,description,city_name,file_urls
2013,"[{'path': 'full/aa91c19f3fa3f7aa357785d564d65c307a8cba4b.csv', 'checksum': '187373e8b799c8571c5c90bbac45948d', 'url': 'https://transcal.s3.amazonaws.com/public/export/victorville-2013.csv'}]",Download Victorville payroll data for 2013,Victorville,https://transcal.s3.amazonaws.com/public/export/victorville-2013.csv
2011,"[{'path': 'full/49965106416b8c464409d8b4a495e96befe87d2a.csv', 'checksum': '06aa0a497c5d263047f36e892385039a', 'url': 'https://transcal.s3.amazonaws.com/public/export/vernon-2011.csv'}]",Download Vernon payroll data for 2011,Vernon,https://transcal.s3.amazonaws.com/public/export/vernon-2011.csv
2016,"[{'path': 'full/c334f7786b14443dad49bcbaeca762388e5f9624.csv', 'checksum': 'f5202069050acee4b21f2369c03f8f35', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-2016.csv'}]",Download Ventura payroll data for 2016,Ventura,https://transcal.s3.amazonaws.com/public/export/ventura-2016.csv
2013,"[{'path': 'full/abf01cd2c491f14a74ae73c5a0f18f41553b7bae.csv', 'checksum': '66d47c8bafe00917a6b498e17eb9131c', 'url': 'https://transcal.s3.amazonaws.com/public/export/vernon-2013.csv'}]",Download Vernon payroll data for 2013,Vernon,https://transcal.s3.amazonaws.com/public/export/vernon-2013.csv
2015,"[{'path': 'full/5952a3ed5578a2ed320002b4e52cb75dc940dc96.csv', 'checksum': '69695776b5f32d6399e74c61d9afc591', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-2015.csv'}]",Download Ventura payroll data for 2015,Ventura,https://transcal.s3.amazonaws.com/public/export/ventura-2015.csv
2014,"[{'path': 'full/10ce40b608f159af5bb252f73e248afba2c43dff.csv', 'checksum': 'ec03e190ad17aa39f9874ed186c85454', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-2014.csv'}]",Download Ventura payroll data for 2014,Ventura,https://transcal.s3.amazonaws.com/public/export/ventura-2014.csv
2013,"[{'path': 'full/f34d6e9269cb37f399aa2a6d66f3ecc8eabea1d5.csv', 'checksum': 'ba9bfaab2416097fbbbd1a1fc82f3eb4', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-2013.csv'}]",Download Ventura payroll data for 2013,Ventura,https://transcal.s3.amazonaws.com/public/export/ventura-2013.csv
2016,"[{'path': 'full/a37953c2408958c197878b5d63d3c73f0da187e1.csv', 'checksum': 'c3737a1a704888f4109014fe7c147a01', 'url': 'https://transcal.s3.amazonaws.com/public/export/vallejo-2016.csv'}]",Download Vallejo payroll data for 2016,Vallejo,https://transcal.s3.amazonaws.com/public/export/vallejo-2016.csv
2013,"[{'path': 'full/1d53bd5818f22b7d220ee2ab8bdaaf1620e375b5.csv', 'checksum': '1e29f510238e2b64759d3cf444173625', 'url': 'https://transcal.s3.amazonaws.com/public/export/vallejo-2013.csv'}]",Download Vallejo payroll data for 2013,Vallejo,https://transcal.s3.amazonaws.com/public/export/vallejo-2013.csv
2011,"[{'path': 'full/87cc23b38bf7a160d1cf8b15f87ef3405e0c8290.csv', 'checksum': 'be02e74176a63c63a6762b059066cfb0', 'url': 'https://transcal.s3.amazonaws.com/public/export/visalia-2011.csv'}]",Download Visalia payroll data for 2011,Visalia,https://transcal.s3.amazonaws.com/public/export/visalia-2011.csv
2012,"[{'path': 'full/badc532988b52e1fe2590b814784dcabcebff4cc.csv', 'checksum': '1d6a9ffd9d273d7957cfb874e70f95ed', 'url': 'https://transcal.s3.amazonaws.com/public/export/vallejo-2012.csv'}]",Download Vallejo payroll data for 2012,Vallejo,https://transcal.s3.amazonaws.com/public/export/vallejo-2012.csv
2011,"[{'path': 'full/561ba1d823c3b72501a41ad525ae07908ae20091.csv', 'checksum': '0aa6973b27e8608406b15600d4804e8a', 'url': 'https://transcal.s3.amazonaws.com/public/export/vallejo-2011.csv'}]",Download Vallejo payroll data for 2011,Vallejo,https://transcal.s3.amazonaws.com/public/export/vallejo-2011.csv
2012,"[{'path': 'full/f55e33bf506c851028d24be4ad3031536a540068.csv', 'checksum': '1777b512e135e2993153c43ad4d30a13', 'url': 'https://transcal.s3.amazonaws.com/public/export/victorville-2012.csv'}]",Download Victorville payroll data for 2012,Victorville,https://transcal.s3.amazonaws.com/public/export/victorville-2012.csv
2012,"[{'path': 'full/ec77fd8ec244c99986ee0a7b7743e280bd64f85e.csv', 'checksum': 'd635f3501eee3a8b01c196ec3eb95e9f', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-2012.csv'}]",Download Ventura payroll data for 2012,Ventura,https://transcal.s3.amazonaws.com/public/export/ventura-2012.csv
2016,"[{'path': 'full/481729df878e1f0ee06d92ed5e4e4a285f25a37a.csv', 'checksum': '5678216737fc3697cea341d280febf63', 'url': 'https://transcal.s3.amazonaws.com/public/export/vacaville-2016.csv'}]",Download Vacaville payroll data for 2016,Vacaville,https://transcal.s3.amazonaws.com/public/export/vacaville-2016.csv
2014,"[{'path': 'full/8b396e39a5570c9f3ff01872f43b6bf19c905cdb.csv', 'checksum': 'd927518705b71ec68ebf8ba7dd582697', 'url': 'https://transcal.s3.amazonaws.com/public/export/vacaville-2014.csv'}]",Download Vacaville payroll data for 2014,Vacaville,https://transcal.s3.amazonaws.com/public/export/vacaville-2014.csv
2015,"[{'path': 'full/2131b0d63f292081a6d96513cfbe55d0fb2929ab.csv', 'checksum': 'fdc5aaef7a7b9673922596f3693d5338', 'url': 'https://transcal.s3.amazonaws.com/public/export/vallejo-2015.csv'}]",Download Vallejo payroll data for 2015,Vallejo,https://transcal.s3.amazonaws.com/public/export/vallejo-2015.csv
2013,"[{'path': 'full/c74db2a04442b4527c5a1fb39bebb11c1205427c.csv', 'checksum': '6faf694fe654187e6760323cc3ee448d', 'url': 'https://transcal.s3.amazonaws.com/public/export/vacaville-2013.csv'}]",Download Vacaville payroll data for 2013,Vacaville,https://transcal.s3.amazonaws.com/public/export/vacaville-2013.csv
2015,"[{'path': 'full/8f62cd2ee49ede527a978d634383466cf9e8a601.csv', 'checksum': '9dfeac776b4b6a39d94a97411d1a4bf7', 'url': 'https://transcal.s3.amazonaws.com/public/export/vacaville-2015.csv'}]",Download Vacaville payroll data for 2015,Vacaville,https://transcal.s3.amazonaws.com/public/export/vacaville-2015.csv
2015,"[{'path': 'full/ef1d6ff1559ec83ec5098dcb9bb204e13774c60f.csv', 'checksum': '7d7834a1b17333e8ac1ee6b1bdde1f42', 'url': 'https://transcal.s3.amazonaws.com/public/export/upland-2015.csv'}]",Download Upland payroll data for 2015,Upland,https://transcal.s3.amazonaws.com/public/export/upland-2015.csv
2014,"[{'path': 'full/cf6aa333da20331555f7e363b30322e81009ba1c.csv', 'checksum': '4008e937fcb4282870ab55e8999446f4', 'url': 'https://transcal.s3.amazonaws.com/public/export/upland-2014.csv'}]",Download Upland payroll data for 2014,Upland,https://transcal.s3.amazonaws.com/public/export/upland-2014.csv
2012,"[{'path': 'full/434b35fdc927ddcd5a98a43421f997890ddaac70.csv', 'checksum': 'b3cb0537f3e576c375c80279ac8d1710', 'url': 'https://transcal.s3.amazonaws.com/public/export/vacaville-2012.csv'}]",Download Vacaville payroll data for 2012,Vacaville,https://transcal.s3.amazonaws.com/public/export/vacaville-2012.csv
2016,"[{'path': 'full/bf6de017b28b97bf4dfe79b286b92f0d1bf071a5.csv', 'checksum': '55b4836ce3bcf96a0dd8ac445ad1d353', 'url': 'https://transcal.s3.amazonaws.com/public/export/upland-2016.csv'}]",Download Upland payroll data for 2016,Upland,https://transcal.s3.amazonaws.com/public/export/upland-2016.csv
2014,"[{'path': 'full/901888e9682c0f7bfaf5290a696e0ae9c4bc64a5.csv', 'checksum': '47eaf3e7142fe392ab8882a78f2309d6', 'url': 'https://transcal.s3.amazonaws.com/public/export/vallejo-2014.csv'}]",Download Vallejo payroll data for 2014,Vallejo,https://transcal.s3.amazonaws.com/public/export/vallejo-2014.csv
2012,"[{'path': 'full/cf028a56a901080b09269115867a646de39080ff.csv', 'checksum': 'cff89b91441270891e4c4f65aee9e705', 'url': 'https://transcal.s3.amazonaws.com/public/export/upland-2012.csv'}]",Download Upland payroll data for 2012,Upland,https://transcal.s3.amazonaws.com/public/export/upland-2012.csv
2016,"[{'path': 'full/94da671eb4b86d8766e04760f8bd7215d3c6bd0b.csv', 'checksum': '6c6a65ed469257a4cff49583c1906bbd', 'url': 'https://transcal.s3.amazonaws.com/public/export/union-city-2016.csv'}]",Download Union City payroll data for 2016,Union City,https://transcal.s3.amazonaws.com/public/export/union-city-2016.csv
2011,"[{'path': 'full/f037b086bacdd37be8a0a13b7f2d1786d2d54493.csv', 'checksum': '1c8be5d2ff24d794c61b2b1bcd07b059', 'url': 'https://transcal.s3.amazonaws.com/public/export/upland-2011.csv'}]",Download Upland payroll data for 2011,Upland,https://transcal.s3.amazonaws.com/public/export/upland-2011.csv
2015,"[{'path': 'full/bf91ed66a96ea25803cd3c0b41c82317e62f316e.csv', 'checksum': 'a3cb3c9d3d3596abf123f9659e165676', 'url': 'https://transcal.s3.amazonaws.com/public/export/union-city-2015.csv'}]",Download Union City payroll data for 2015,Union City,https://transcal.s3.amazonaws.com/public/export/union-city-2015.csv
2014,"[{'path': 'full/495826ec2cca9eb970283e3e64ad0c0694424ff6.csv', 'checksum': '9e1303ad21c2203ae42a4b91caf289cd', 'url': 'https://transcal.s3.amazonaws.com/public/export/union-city-2014.csv'}]",Download Union City payroll data for 2014,Union City,https://transcal.s3.amazonaws.com/public/export/union-city-2014.csv
2013,"[{'path': 'full/358881a14e47618a605ad2bd6c1ce674aa62a620.csv', 'checksum': '9e4f7121584a54ff9374940521d71c6c', 'url': 'https://transcal.s3.amazonaws.com/public/export/upland-2013.csv'}]",Download Upland payroll data for 2013,Upland,https://transcal.s3.amazonaws.com/public/export/upland-2013.csv
2011,"[{'path': 'full/1aba9eac84c67e21c9d47022eba882b62497ef22.csv', 'checksum': 'a3dde9ed06da3ed3e648a505f950dd04', 'url': 'https://transcal.s3.amazonaws.com/public/export/union-city-2011.csv'}]",Download Union City payroll data for 2011,Union City,https://transcal.s3.amazonaws.com/public/export/union-city-2011.csv
2016,"[{'path': 'full/c4814f4778790578cf4ab60be6f85e8d8e3b2251.csv', 'checksum': 'c7702be3ee30c04018c4a3ae4aeeef07', 'url': 'https://transcal.s3.amazonaws.com/public/export/ukiah-2016.csv'}]",Download Ukiah payroll data for 2016,Ukiah,https://transcal.s3.amazonaws.com/public/export/ukiah-2016.csv
2014,"[{'path': 'full/17e7011b4487fabe70cb3a8ab1940ad432b0df43.csv', 'checksum': '617899bf933b49934848cff853415e1d', 'url': 'https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2014.csv'}]",Download Twentynine Palms payroll data for 2014,Twentynine Palms,https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2014.csv
2015,"[{'path': 'full/897e9e5f2156b88066250c76ccd2b812106f42f8.csv', 'checksum': 'd94961df2a4e6605de5a3f63e32907b3', 'url': 'https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2015.csv'}]",Download Twentynine Palms payroll data for 2015,Twentynine Palms,https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2015.csv
2016,"[{'path': 'full/6e6835cc6c6a00105c2e3d094be692ba884d6893.csv', 'checksum': '60df970d5c03d1c45c274e317ebe4d79', 'url': 'https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2016.csv'}]",Download Twentynine Palms payroll data for 2016,Twentynine Palms,https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2016.csv
2013,"[{'path': 'full/7062474fbc5f15489aa5c40718389abfae8f976a.csv', 'checksum': '546a56231bc1967a6982982cdf84d2c1', 'url': 'https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2013.csv'}]",Download Twentynine Palms payroll data for 2013,Twentynine Palms,https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2013.csv
2012,"[{'path': 'full/22793136083295cf42dfc1c663886bc33ecb1546.csv', 'checksum': 'f40c3e43bf28d35e0d2ce1c91c6b4a64', 'url': 'https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2012.csv'}]",Download Twentynine Palms payroll data for 2012,Twentynine Palms,https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2012.csv
2015,"[{'path': 'full/e92bd3e547461d313902e4522e29c713be937235.csv', 'checksum': '5a64b4b21168a08d6e454eed00e9f39e', 'url': 'https://transcal.s3.amazonaws.com/public/export/ukiah-2015.csv'}]",Download Ukiah payroll data for 2015,Ukiah,https://transcal.s3.amazonaws.com/public/export/ukiah-2015.csv
2011,"[{'path': 'full/9944578c6f4f5749f2ed2600038c1ec1b924e0ec.csv', 'checksum': 'e1932af76aa0c4ddd3cf6b4f2c1dbf5e', 'url': 'https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2011.csv'}]",Download Twentynine Palms payroll data for 2011,Twentynine Palms,https://transcal.s3.amazonaws.com/public/export/twentynine-palms-2011.csv
2013,"[{'path': 'full/c8ef21e0ed4c9f9418df7dbf2c02920877b276d0.csv', 'checksum': '1d243c9e40652cd0e66a1340919a9e5e', 'url': 'https://transcal.s3.amazonaws.com/public/export/ukiah-2013.csv'}]",Download Ukiah payroll data for 2013,Ukiah,https://transcal.s3.amazonaws.com/public/export/ukiah-2013.csv
2013,"[{'path': 'full/661b2ca3cd52dd1c991587aec23aabd836e75605.csv', 'checksum': '94420b7c80a7bc2c6dc9ce399cda227d', 'url': 'https://transcal.s3.amazonaws.com/public/export/union-city-2013.csv'}]",Download Union City payroll data for 2013,Union City,https://transcal.s3.amazonaws.com/public/export/union-city-2013.csv
2014,"[{'path': 'full/bfa6666b99a378c39c8678ed6b0fba10b3ff3d39.csv', 'checksum': 'fcc9addfb54caf45ea6ae75858843c7a', 'url': 'https://transcal.s3.amazonaws.com/public/export/ukiah-2014.csv'}]",Download Ukiah payroll data for 2014,Ukiah,https://transcal.s3.amazonaws.com/public/export/ukiah-2014.csv
2016,"[{'path': 'full/a191d63625345e04ce4803d3cfb7f3140af6de54.csv', 'checksum': 'ec171d3a53f9bcc3a8111e38486b6d51', 'url': 'https://transcal.s3.amazonaws.com/public/export/tustin-2016.csv'}]",Download Tustin payroll data for 2016,Tustin,https://transcal.s3.amazonaws.com/public/export/tustin-2016.csv
2012,"[{'path': 'full/590fe531df4140ebb4a9ee71f3d49ffa0252a046.csv', 'checksum': '6afcc80e9cb7f9d0f84d7575317f6ac9', 'url': 'https://transcal.s3.amazonaws.com/public/export/union-city-2012.csv'}]",Download Union City payroll data for 2012,Union City,https://transcal.s3.amazonaws.com/public/export/union-city-2012.csv
2015,"[{'path': 'full/c6bd051d289edb372af63eeec4465e4b68dd4c7c.csv', 'checksum': 'f247b04a1664052cf01563d0351beefc', 'url': 'https://transcal.s3.amazonaws.com/public/export/tustin-2015.csv'}]",Download Tustin payroll data for 2015,Tustin,https://transcal.s3.amazonaws.com/public/export/tustin-2015.csv
2011,"[{'path': 'full/83b0c461d61c880919a1727b4bbc3dd3a16e98cf.csv', 'checksum': 'b64d3f1b2edaf656e5a06026791d5d43', 'url': 'https://transcal.s3.amazonaws.com/public/export/tustin-2011.csv'}]",Download Tustin payroll data for 2011,Tustin,https://transcal.s3.amazonaws.com/public/export/tustin-2011.csv
2013,"[{'path': 'full/baa2ac4281073bd845156741206c0cd42f56f93f.csv', 'checksum': 'c27d79191f5ecf3f1307cac520780873', 'url': 'https://transcal.s3.amazonaws.com/public/export/tustin-2013.csv'}]",Download Tustin payroll data for 2013,Tustin,https://transcal.s3.amazonaws.com/public/export/tustin-2013.csv
2013,"[{'path': 'full/18387458efcf10595303526525187175d63786a2.csv', 'checksum': '67f95171c421c166e003afcb009e7517', 'url': 'https://transcal.s3.amazonaws.com/public/export/turlock-2013.csv'}]",Download Turlock payroll data for 2013,Turlock,https://transcal.s3.amazonaws.com/public/export/turlock-2013.csv
2015,"[{'path': 'full/e4caf32e21bf536fe929d1dece1ddedf52db5ba5.csv', 'checksum': '5bd2b31b107cc1601fcd3406116ecc0b', 'url': 'https://transcal.s3.amazonaws.com/public/export/turlock-2015.csv'}]",Download Turlock payroll data for 2015,Turlock,https://transcal.s3.amazonaws.com/public/export/turlock-2015.csv
2014,"[{'path': 'full/2a9c26bde0a14aa40359c55ec8dedd24469bed78.csv', 'checksum': '1f2f5980dedfe39866e8a4572976154a', 'url': 'https://transcal.s3.amazonaws.com/public/export/turlock-2014.csv'}]",Download Turlock payroll data for 2014,Turlock,https://transcal.s3.amazonaws.com/public/export/turlock-2014.csv
2011,"[{'path': 'full/b98f926c2993750e0e29a01d71c93633a6339758.csv', 'checksum': '9010d0d2bd00b1907df5a79ce47f53f4', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulelake-2011.csv'}]",Download Tulelake payroll data for 2011,Tulelake,https://transcal.s3.amazonaws.com/public/export/tulelake-2011.csv
2014,"[{'path': 'full/23cbc155e7eb78526e129e792ebba612fc83c432.csv', 'checksum': '3f06dfd6ade090356bbbf208c1f206a1', 'url': 'https://transcal.s3.amazonaws.com/public/export/tustin-2014.csv'}]",Download Tustin payroll data for 2014,Tustin,https://transcal.s3.amazonaws.com/public/export/tustin-2014.csv
2012,"[{'path': 'full/cdffeb3658b8da329e037132734cbb8365cee3bf.csv', 'checksum': '4a61c57753846438a701a3519082a9bd', 'url': 'https://transcal.s3.amazonaws.com/public/export/tustin-2012.csv'}]",Download Tustin payroll data for 2012,Tustin,https://transcal.s3.amazonaws.com/public/export/tustin-2012.csv
2016,"[{'path': 'full/1194ca2fbdee8147da9fc657f0a3f514a1a1dcc7.csv', 'checksum': 'fa47a6c75ab0a0e2a0f50a204c8b6b4a', 'url': 'https://transcal.s3.amazonaws.com/public/export/turlock-2016.csv'}]",Download Turlock payroll data for 2016,Turlock,https://transcal.s3.amazonaws.com/public/export/turlock-2016.csv
2012,"[{'path': 'full/6986b5f1fbf9f5fe4956127d924a0a64977e333c.csv', 'checksum': 'ceadf6abbf7c52f9c88ca63ceab201a3', 'url': 'https://transcal.s3.amazonaws.com/public/export/turlock-2012.csv'}]",Download Turlock payroll data for 2012,Turlock,https://transcal.s3.amazonaws.com/public/export/turlock-2012.csv
2016,"[{'path': 'full/897c2b1b6aa00d043b88d3a17175e8a164182063.csv', 'checksum': 'a85b151e22a9f309e2140b59b59f0f50', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-2016.csv'}]",Download Tulare payroll data for 2016,Tulare,https://transcal.s3.amazonaws.com/public/export/tulare-2016.csv
2012,"[{'path': 'full/8ac7cb6d01196a662cb86563452b52d70c4739de.csv', 'checksum': '5e5ad9d9e015113df368f2dba498d7e0', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulelake-2012.csv'}]",Download Tulelake payroll data for 2012,Tulelake,https://transcal.s3.amazonaws.com/public/export/tulelake-2012.csv
2016,"[{'path': 'full/4999e600fd85a6a5183f67cb0b420202a855417e.csv', 'checksum': '3674ceeeaa3237ca5641f5fe85b391fe', 'url': 'https://transcal.s3.amazonaws.com/public/export/truckee-2016.csv'}]",Download Truckee payroll data for 2016,Truckee,https://transcal.s3.amazonaws.com/public/export/truckee-2016.csv
2012,"[{'path': 'full/493d17f3f0511284c6ea197959e609f3b26783e7.csv', 'checksum': 'c951c607bc8f683093137762a5908ef7', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-2012.csv'}]",Download Tulare payroll data for 2012,Tulare,https://transcal.s3.amazonaws.com/public/export/tulare-2012.csv
2011,"[{'path': 'full/b625f31f94e3b3c17061bafcf0f7f7fa954fdd76.csv', 'checksum': '91b23483d9a529de6ad39d8a634c5a3a', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-2011.csv'}]",Download Tulare payroll data for 2011,Tulare,https://transcal.s3.amazonaws.com/public/export/tulare-2011.csv
2015,"[{'path': 'full/ad34e9c86e640c79c80c71b8fe11d645b45ce09b.csv', 'checksum': '4522065899d3b8e75cbc9c431d3e6992', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-2015.csv'}]",Download Tulare payroll data for 2015,Tulare,https://transcal.s3.amazonaws.com/public/export/tulare-2015.csv
2013,"[{'path': 'full/f82ce422968a6cca90546e9fbc1351aa4a8f40af.csv', 'checksum': '7a600e61c92385ee0466a4fb30034935', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-2013.csv'}]",Download Tulare payroll data for 2013,Tulare,https://transcal.s3.amazonaws.com/public/export/tulare-2013.csv
2011,"[{'path': 'full/50a29fa9a59e782171a7de53995c9d704e57a621.csv', 'checksum': 'fe3734799859be58c73d31116db0badb', 'url': 'https://transcal.s3.amazonaws.com/public/export/turlock-2011.csv'}]",Download Turlock payroll data for 2011,Turlock,https://transcal.s3.amazonaws.com/public/export/turlock-2011.csv
2014,"[{'path': 'full/9a76c75e24200a1114c3010e3afccbbea3191dcf.csv', 'checksum': 'b51a133f101d3c8245a0d88681b85534', 'url': 'https://transcal.s3.amazonaws.com/public/export/truckee-2014.csv'}]",Download Truckee payroll data for 2014,Truckee,https://transcal.s3.amazonaws.com/public/export/truckee-2014.csv
2013,"[{'path': 'full/1740415d835d98dfb5507179e5aa9d04ad535734.csv', 'checksum': '295c35961f7431b72d87a38eb0132e7c', 'url': 'https://transcal.s3.amazonaws.com/public/export/truckee-2013.csv'}]",Download Truckee payroll data for 2013,Truckee,https://transcal.s3.amazonaws.com/public/export/truckee-2013.csv
2012,"[{'path': 'full/bf924a71401a380d9ec4da7bf7e62143c57794d9.csv', 'checksum': '5af08ed22306feb1f99f444d416099b9', 'url': 'https://transcal.s3.amazonaws.com/public/export/truckee-2012.csv'}]",Download Truckee payroll data for 2012,Truckee,https://transcal.s3.amazonaws.com/public/export/truckee-2012.csv
2011,"[{'path': 'full/cd43bc27833bd67f82a81d987a5240d1e9ff3375.csv', 'checksum': '91b0efeedd4274ce15eea6d0faa12cfe', 'url': 'https://transcal.s3.amazonaws.com/public/export/truckee-2011.csv'}]",Download Truckee payroll data for 2011,Truckee,https://transcal.s3.amazonaws.com/public/export/truckee-2011.csv
2016,"[{'path': 'full/de107549ee3124263bdf7879a597a5d58e05977d.csv', 'checksum': 'bdac427362316e6fc94ae0c61c299aeb', 'url': 'https://transcal.s3.amazonaws.com/public/export/trinidad-2016.csv'}]",Download Trinidad payroll data for 2016,Trinidad,https://transcal.s3.amazonaws.com/public/export/trinidad-2016.csv
2015,"[{'path': 'full/51623782e615f92121f25227dca5e1a4102ebc41.csv', 'checksum': 'a357e0519b08b92cd40833968ab4eb27', 'url': 'https://transcal.s3.amazonaws.com/public/export/trinidad-2015.csv'}]",Download Trinidad payroll data for 2015,Trinidad,https://transcal.s3.amazonaws.com/public/export/trinidad-2015.csv
2013,"[{'path': 'full/03a34c77dbc54327b1cfd0abece34e64d6eb2f2f.csv', 'checksum': '3ee11b2cd802ecf398ec9480bea3dc4b', 'url': 'https://transcal.s3.amazonaws.com/public/export/trinidad-2013.csv'}]",Download Trinidad payroll data for 2013,Trinidad,https://transcal.s3.amazonaws.com/public/export/trinidad-2013.csv
2012,"[{'path': 'full/ed055c908c0a8480367e65203c62ccd1301c3b06.csv', 'checksum': 'a024fbfc74a7c4db1af18a779bb29cb8', 'url': 'https://transcal.s3.amazonaws.com/public/export/trinidad-2012.csv'}]",Download Trinidad payroll data for 2012,Trinidad,https://transcal.s3.amazonaws.com/public/export/trinidad-2012.csv
2011,"[{'path': 'full/85b477e4cd446844d176c6bd09b543c102bd3ec0.csv', 'checksum': '0cc5597fc02e9e53347a43710fbf2a12', 'url': 'https://transcal.s3.amazonaws.com/public/export/trinidad-2011.csv'}]",Download Trinidad payroll data for 2011,Trinidad,https://transcal.s3.amazonaws.com/public/export/trinidad-2011.csv
2015,"[{'path': 'full/5beca4d8a450016a6ac50aac1a0a903ba51fb00c.csv', 'checksum': '7082204b800d22f83be67ceb21cbba06', 'url': 'https://transcal.s3.amazonaws.com/public/export/truckee-2015.csv'}]",Download Truckee payroll data for 2015,Truckee,https://transcal.s3.amazonaws.com/public/export/truckee-2015.csv
2013,"[{'path': 'full/9c676490e818fa8b12a2a332604fa93534829c66.csv', 'checksum': '314e67c97809fdba00aa69b0a0805254', 'url': 'https://transcal.s3.amazonaws.com/public/export/tracy-2013.csv'}]",Download Tracy payroll data for 2013,Tracy,https://transcal.s3.amazonaws.com/public/export/tracy-2013.csv
2012,"[{'path': 'full/98ddc157309abcdd5ca2d191bf18ca99759111e9.csv', 'checksum': '88cac39cf568bc2b3b0be40c0b971c08', 'url': 'https://transcal.s3.amazonaws.com/public/export/tracy-2012.csv'}]",Download Tracy payroll data for 2012,Tracy,https://transcal.s3.amazonaws.com/public/export/tracy-2012.csv
2015,"[{'path': 'full/7f4b21bedd3d0d10b4ecc01345094986e6f4b142.csv', 'checksum': 'bff40440a886279625a54623e3716f56', 'url': 'https://transcal.s3.amazonaws.com/public/export/tracy-2015.csv'}]",Download Tracy payroll data for 2015,Tracy,https://transcal.s3.amazonaws.com/public/export/tracy-2015.csv
2014,"[{'path': 'full/cac1e6984d7e5973343dec57e3dee53ff8917dbe.csv', 'checksum': '53265f7a5a3dd8f61c39aeb14d993d21', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-2014.csv'}]",Download Tulare payroll data for 2014,Tulare,https://transcal.s3.amazonaws.com/public/export/tulare-2014.csv
2016,"[{'path': 'full/a6877acecb544adb2ea2c34c8e1c05e77f3b4cbb.csv', 'checksum': 'b1d2431068ed9e156f0113c009f23041', 'url': 'https://transcal.s3.amazonaws.com/public/export/tracy-2016.csv'}]",Download Tracy payroll data for 2016,Tracy,https://transcal.s3.amazonaws.com/public/export/tracy-2016.csv
2015,"[{'path': 'full/7093d3d88f6c8df3106a53bdf3d52cee6d3f0253.csv', 'checksum': '9402d5bd2e22b5e78625041913b9771a', 'url': 'https://transcal.s3.amazonaws.com/public/export/torrance-2015.csv'}]",Download Torrance payroll data for 2015,Torrance,https://transcal.s3.amazonaws.com/public/export/torrance-2015.csv
2011,"[{'path': 'full/bcc6b428bb29aec107832b5339bfa46bc0b40acd.csv', 'checksum': '4d6c4a6a9e7826dceacb82db4cc092b0', 'url': 'https://transcal.s3.amazonaws.com/public/export/tracy-2011.csv'}]",Download Tracy payroll data for 2011,Tracy,https://transcal.s3.amazonaws.com/public/export/tracy-2011.csv
2014,"[{'path': 'full/8620f5495bbe78578b3a13ed0875f546a6bd34f6.csv', 'checksum': 'd09c5dc90ac0816b91ce1158d166c609', 'url': 'https://transcal.s3.amazonaws.com/public/export/torrance-2014.csv'}]",Download Torrance payroll data for 2014,Torrance,https://transcal.s3.amazonaws.com/public/export/torrance-2014.csv
2014,"[{'path': 'full/6504c1bf8f3efc642dafb41deb11db754d212457.csv', 'checksum': 'a149a1b65c2d975a5dcb0608f261a1b0', 'url': 'https://transcal.s3.amazonaws.com/public/export/tracy-2014.csv'}]",Download Tracy payroll data for 2014,Tracy,https://transcal.s3.amazonaws.com/public/export/tracy-2014.csv
2013,"[{'path': 'full/79d3cdd23857986c55b11b3710f0f013114ca5e5.csv', 'checksum': 'f5f6437cbceec3780d0c7e4c668c0bb9', 'url': 'https://transcal.s3.amazonaws.com/public/export/tiburon-2013.csv'}]",Download Tiburon payroll data for 2013,Tiburon,https://transcal.s3.amazonaws.com/public/export/tiburon-2013.csv
2015,"[{'path': 'full/59386b29a20859279a92eea9693c5588e97c1ed6.csv', 'checksum': '10c64599ca9a1c31292bc21a415fcbd5', 'url': 'https://transcal.s3.amazonaws.com/public/export/tiburon-2015.csv'}]",Download Tiburon payroll data for 2015,Tiburon,https://transcal.s3.amazonaws.com/public/export/tiburon-2015.csv
