city_name,year,description,file_urls,files
Shasta County,2016,Download Shasta County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/shasta-county-2016.csv,"[{'checksum': '6edafbf4b8bd1968a94b4eab60037265', 'url': 'https://transcal.s3.amazonaws.com/public/export/shasta-county-2016.csv', 'path': 'full/89060d6ccbf642a1efcf300246fad8de6c3c3b6d.csv'}]"
Shasta County,2013,Download Shasta County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/shasta-county-2013.csv,"[{'checksum': 'c528d432790b8d4689d11019fd81ad81', 'url': 'https://transcal.s3.amazonaws.com/public/export/shasta-county-2013.csv', 'path': 'full/9051dd3734a42c27b6236756cf817757043c55da.csv'}]"
Shasta County,2014,Download Shasta County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/shasta-county-2014.csv,"[{'checksum': '95806bbfc3b394e09a7d101d780d4ff3', 'url': 'https://transcal.s3.amazonaws.com/public/export/shasta-county-2014.csv', 'path': 'full/0deb8e92c8cc27bfe9c1c8532d1acff7d583151d.csv'}]"
Shasta County,2012,Download Shasta County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/shasta-county-2012.csv,"[{'checksum': 'b6004ee19649f2bfd1bcb802ae5d3310', 'url': 'https://transcal.s3.amazonaws.com/public/export/shasta-county-2012.csv', 'path': 'full/66aa7bf3f6613186d575b8513cb5038d6bf6f628.csv'}]"
Shasta County,2011,Download Shasta County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/shasta-county-2011.csv,"[{'checksum': '720f8f72b776a5fb00864d67108ff52e', 'url': 'https://transcal.s3.amazonaws.com/public/export/shasta-county-2011.csv', 'path': 'full/d4bc5fece632d160b8c8fca2144d6557f60d163f.csv'}]"
Santa Cruz County,2017,Download Santa Cruz County payroll data for 2017,https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2017.csv,"[{'checksum': 'f9510308e7e3ac3603b4c0ae89ab98d1', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2017.csv', 'path': 'full/f1ed4734a7913cb0e0613a6a440bf04cf5155215.csv'}]"
Santa Cruz County,2016,Download Santa Cruz County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2016.csv,"[{'checksum': '24012e638d5b82594ee4fed483350411', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2016.csv', 'path': 'full/56a40e458811c3080fb99fefd65b70bed70f5067.csv'}]"
Santa Cruz County,2014,Download Santa Cruz County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2014.csv,"[{'checksum': '00a340229fbc10833a7cd117311b3ced', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2014.csv', 'path': 'full/5266554061fe2caea534b10096f54969833222ca.csv'}]"
Santa Cruz County,2013,Download Santa Cruz County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2013.csv,"[{'checksum': '333a626f5a8329daf069e7d9c328d2bc', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2013.csv', 'path': 'full/6e32b5a04becfa9ae502523226c64e38b9246c40.csv'}]"
Santa Cruz County,2015,Download Santa Cruz County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2015.csv,"[{'checksum': '283a64dcd9d86ce167382cb2caeaeb4d', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2015.csv', 'path': 'full/5aa0da07a76b6fa68162c0b9c03233f71e812b9d.csv'}]"
Santa Cruz County,2012,Download Santa Cruz County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2012.csv,"[{'checksum': '74617cff8e30ffe8b9a8e6298c2f7a1e', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2012.csv', 'path': 'full/bb0ef584dcf8b6ac38d0da33b5212cc37a00b5b3.csv'}]"
Santa Cruz County,2011,Download Santa Cruz County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2011.csv,"[{'checksum': '2be8454e14f6cf3a55014bdded18b16c', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-cruz-county-2011.csv', 'path': 'full/afc41e414f33d40da19e00d4d00cb1c1b455dbaf.csv'}]"
Los Angeles County,2016,Download Los Angeles County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/los-angeles-county-2016.csv,
Los Angeles County,2015,Download Los Angeles County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/los-angeles-county-2015.csv,
Los Angeles County,2014,Download Los Angeles County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/los-angeles-county-2014.csv,
Los Angeles County,2013,Download Los Angeles County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/los-angeles-county-2013.csv,
Los Angeles County,2012,Download Los Angeles County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/los-angeles-county-2012.csv,
Los Angeles County,2011,Download Los Angeles County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/los-angeles-county-2011.csv,
Santa Clara County,2015,Download Santa Clara County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2015.csv,"[{'checksum': 'd0a09bc921b7e6dad4cae84b79bdaaaa', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2015.csv', 'path': 'full/f3eece20b30d832fe8cc8733c4b9da3fc92d2419.csv'}]"
Santa Clara County,2016,Download Santa Clara County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2016.csv,"[{'checksum': 'a467eee0bd34d5a79e5e1a54b4e13bda', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2016.csv', 'path': 'full/054a9c73413c89801b0d2722e0bb7344ab479b94.csv'}]"
Santa Barbara County,2016,Download Santa Barbara County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2016.csv,"[{'checksum': 'c5938fa5164b337f024f59aa8de4339c', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2016.csv', 'path': 'full/9e0c7c4c055ab1f9cebce38525b6824e8089a8fd.csv'}]"
Santa Clara County,2012,Download Santa Clara County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2012.csv,"[{'checksum': 'f2098b6ab0197493fb0ddb4c8b26ea63', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2012.csv', 'path': 'full/0b36322c7e2017fd08c3d94bc96a56554144dbe0.csv'}]"
Santa Barbara County,2015,Download Santa Barbara County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2015.csv,"[{'checksum': 'dad4f0974613c31ef9c243c551e6dc15', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2015.csv', 'path': 'full/21e73e4d80444ab77ae11d912f00a6e52b55d362.csv'}]"
Santa Barbara County,2017,Download Santa Barbara County payroll data for 2017,https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2017.csv,"[{'checksum': '939737ab3a51382e73cb6c149c65e80b', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2017.csv', 'path': 'full/2e3215ba2515937747c0d81d882bbe17cd63f44e.csv'}]"
Santa Barbara County,2013,Download Santa Barbara County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2013.csv,"[{'checksum': '82672351f25c27404fcbecdbe3d34d3c', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2013.csv', 'path': 'full/ca11860ee8a040e6de43db53e3cd9627a77ca861.csv'}]"
Santa Barbara County,2012,Download Santa Barbara County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2012.csv,"[{'checksum': '4a4cf22d221edf8e94e7f0cebe4bc86e', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2012.csv', 'path': 'full/3b5775f86b56e68931218db59c4d470c757f7218.csv'}]"
Santa Clara County,2011,Download Santa Clara County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2011.csv,"[{'checksum': 'ed64da67bb6ea8e13a5037132c2c280a', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2011.csv', 'path': 'full/e24a98d7d1ceb9608c6a81b53a91939ccb92bfe2.csv'}]"
Santa Barbara County,2014,Download Santa Barbara County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2014.csv,"[{'checksum': '50560b12e90211d623b5314a49516e76', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2014.csv', 'path': 'full/01d1f4c003e4b998f8bd153ded036191860bcf2e.csv'}]"
Santa Clara County,2014,Download Santa Clara County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2014.csv,"[{'checksum': '05535a562e7b50de3c6f2e6b92ea0942', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2014.csv', 'path': 'full/8c0a5d3f01e2e021d454a9c3e9374af79cd09e11.csv'}]"
Santa Barbara County,2011,Download Santa Barbara County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2011.csv,"[{'checksum': '64ced3a04dafc4c9cb3900084578e16e', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-barbara-county-2011.csv', 'path': 'full/9468514d33ba3cbfc6bbaaf28e61952fad2e828d.csv'}]"
San Mateo County,2015,Download San Mateo County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2015.csv,"[{'checksum': 'd6d63742a97b3e389c727f75077a0592', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2015.csv', 'path': 'full/7b584b133a63cefd0bb568f7cdb91a8ab26af76d.csv'}]"
San Mateo County,2014,Download San Mateo County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2014.csv,"[{'checksum': '23bd1aaa6dc0b7775cb94bf459d2ed1b', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2014.csv', 'path': 'full/8fc0bf23e1512b6cf7e99502a41a4844223bcbd2.csv'}]"
San Mateo County,2016,Download San Mateo County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2016.csv,"[{'checksum': '9fc651b30fe02341bbeda6466de30cd6', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2016.csv', 'path': 'full/4406db1210d6824186af9b7dc27cd0184d7c2400.csv'}]"
San Luis Obispo County,2016,Download San Luis Obispo County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-luis-obispo-county-2016.csv,"[{'checksum': '5eee777ac9f3eedc27c85468c3b68589', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-luis-obispo-county-2016.csv', 'path': 'full/25ff933003a36eb53914b06b21e3cb44add7b3d0.csv'}]"
San Mateo County,2013,Download San Mateo County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2013.csv,"[{'checksum': '84edb16061e565da4512b25ed711f074', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2013.csv', 'path': 'full/99e8c5db5fe2f41fde7c7b362e4baa0472ac168e.csv'}]"
San Mateo County,2017,Download San Mateo County payroll data for 2017,https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2017.csv,"[{'checksum': '6be459deb19fba5648e622dacec1a1ec', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2017.csv', 'path': 'full/a3ee529a928b5426ef4c23294829d1135ad3af7e.csv'}]"
San Luis Obispo County,2015,Download San Luis Obispo County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-luis-obispo-county-2015.csv,"[{'checksum': 'c40e08d0b44575e7467020baeecc653c', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-luis-obispo-county-2015.csv', 'path': 'full/db498c74c398b092605c26cec9dccc7ef2fce9bd.csv'}]"
San Luis Obispo County,2014,Download San Luis Obispo County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-luis-obispo-county-2014.csv,"[{'checksum': '0109476fd82c29ecdaf5004e1fe63fad', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-luis-obispo-county-2014.csv', 'path': 'full/121b84f421d06274f4ac77bde68bad90ad15c09a.csv'}]"
San Luis Obispo County,2013,Download San Luis Obispo County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-luis-obispo-county-2013.csv,"[{'checksum': '44d8eb3d503720ed469ec1bfe0cdee3a', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-luis-obispo-county-2013.csv', 'path': 'full/95328cabdd24858e6651f20f301c74108db26eb0.csv'}]"
Santa Clara County,2013,Download Santa Clara County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2013.csv,"[{'checksum': '72bbf876676d7c06b8481fab87e726fb', 'url': 'https://transcal.s3.amazonaws.com/public/export/santa-clara-county-2013.csv', 'path': 'full/fb1d5e0fc4360482b17bd1940380ff50c3928522.csv'}]"
San Mateo County,2012,Download San Mateo County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2012.csv,"[{'checksum': 'e99c30f94b6879985d39de329dc8d8bd', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2012.csv', 'path': 'full/446bd047d069b72abe1a677b9b886a47f4585fb6.csv'}]"
San Mateo County,2011,Download San Mateo County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2011.csv,"[{'checksum': 'cd45e7b8e9913dcfef53a792f03cd91a', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-mateo-county-2011.csv', 'path': 'full/47fff5304eeb9bc97eb61af3ccb20dad24bb7aa5.csv'}]"
San Joaquin County,2016,Download San Joaquin County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2016.csv,"[{'checksum': '043440ca05d8482cb1a2df3b9a919cfd', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2016.csv', 'path': 'full/cf7ea50e4cf3867c7c43a1c809e061265f7377c9.csv'}]"
San Joaquin County,2015,Download San Joaquin County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2015.csv,"[{'checksum': '8ebbfd2ad9886d69465f258c0c6ca44e', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2015.csv', 'path': 'full/fa3737d1c3af44b58fd1e7662257e3e1e114fad3.csv'}]"
San Francisco,2013,Download San Francisco payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-francisco-2013.csv,"[{'checksum': 'ad49a1ecec59f4fbf3f1ef393e18d73f', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-francisco-2013.csv', 'path': 'full/4f91d51a8befee3493f89dcb1ef1d329906589f4.csv'}]"
San Francisco,2017,Download San Francisco payroll data for 2017,https://transcal.s3.amazonaws.com/public/export/san-francisco-2017.csv,"[{'checksum': '6c4a89f5b0285a3ac43eab636d67b46a', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-francisco-2017.csv', 'path': 'full/a0e582798eef822bd8993337ecbcff300d0160de.csv'}]"
San Francisco,2015,Download San Francisco payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-francisco-2015.csv,"[{'checksum': 'f7947aff344a2e67aeb61681abe58cfc', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-francisco-2015.csv', 'path': 'full/e9438f754aa5fee7dd0e888f82a7cb59c600a553.csv'}]"
San Francisco,2014,Download San Francisco payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-francisco-2014.csv,"[{'checksum': 'a9b25bbaa74090e04b02d3be2f454c05', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-francisco-2014.csv', 'path': 'full/06cd6bb799cdd2a78a0cec075432f158348530d4.csv'}]"
San Joaquin County,2013,Download San Joaquin County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2013.csv,"[{'checksum': '801db745353cc3afa74f8904bf266136', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2013.csv', 'path': 'full/f420c616f3b29225afa661353c35ee8811551cb5.csv'}]"
San Joaquin County,2011,Download San Joaquin County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2011.csv,"[{'checksum': '4829672c4737f96f9991d3b88d37ab0f', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2011.csv', 'path': 'full/3042a3f52609147546956a8b88a0f64c59b264a2.csv'}]"
San Joaquin County,2012,Download San Joaquin County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2012.csv,"[{'checksum': '5e8ae7bde5e3c2685a086e13bc4a0392', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2012.csv', 'path': 'full/d83a7523dc4474f8321b0a50580ca3da8af94863.csv'}]"
San Francisco,2011,Download San Francisco payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/san-francisco-2011.csv,"[{'checksum': 'c596647148e8cd568cd909c8d33d0a04', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-francisco-2011.csv', 'path': 'full/f4b3ea13bdb2063f262b8c8abf67ee3b56f2ebf0.csv'}]"
San Joaquin County,2014,Download San Joaquin County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2014.csv,"[{'checksum': 'b3c369a6a1c1d1967a5e951a15aef3eb', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-county-2014.csv', 'path': 'full/23aeb67b2d31aa7d87c43deceb86a72a68de25e4.csv'}]"
San Diego County,2015,Download San Diego County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-diego-county-2015.csv,"[{'checksum': '6c40a294ce13c96c00af17e02c63df98', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-county-2015.csv', 'path': 'full/ec0fd132c9852350b6f330866177574abb77e0a1.csv'}]"
San Diego County,2014,Download San Diego County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-diego-county-2014.csv,"[{'checksum': '5bfd04e83a1ce62f49d4cb18d7fb3957', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-county-2014.csv', 'path': 'full/563bdede8164f5ed6261efa914270eb6bc88a87c.csv'}]"
San Diego County,2016,Download San Diego County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-diego-county-2016.csv,"[{'checksum': 'cbdb66fe7d909fa9a9e88d8e92126140', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-county-2016.csv', 'path': 'full/baddb737a15609ed5948af839d56e7c59184ead2.csv'}]"
San Diego County,2012,Download San Diego County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/san-diego-county-2012.csv,"[{'checksum': 'f4285bd020ebf37c26ef6385ae09cedd', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-county-2012.csv', 'path': 'full/9f3cf78160f5793fad47985a026639c5ff787cca.csv'}]"
San Diego County,2013,Download San Diego County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-diego-county-2013.csv,"[{'checksum': '316f21ad9561621282977c5d3c20b45a', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-county-2013.csv', 'path': 'full/57db08f51022997c210a724d6773fc355906bb62.csv'}]"
San Benito County,2016,Download San Benito County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-benito-county-2016.csv,"[{'checksum': 'a0217a96e79e1cd7527396ee99738eab', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-benito-county-2016.csv', 'path': 'full/fabe0ac87e4fc2c3afdd8b2450f7cacaf0059582.csv'}]"
San Benito County,2015,Download San Benito County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-benito-county-2015.csv,"[{'checksum': 'a96a764f786480118b289e375f1753ca', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-benito-county-2015.csv', 'path': 'full/fa621beda367caf5e66b8e14cbb9e488dcce921a.csv'}]"
San Benito County,2014,Download San Benito County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-benito-county-2014.csv,"[{'checksum': 'd45a9e00625348dbca6a694d09e47e49', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-benito-county-2014.csv', 'path': 'full/281a154d0b1d5da85eef0ef5fb55fdaf9c303570.csv'}]"
San Benito County,2013,Download San Benito County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-benito-county-2013.csv,"[{'checksum': '1ebba22207304ff3d36b5c0fd832d859', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-benito-county-2013.csv', 'path': 'full/d7c078f22dafa8d69d269735d29eae056cbff502.csv'}]"
San Benito County,2012,Download San Benito County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/san-benito-county-2012.csv,"[{'checksum': 'cfb80703214036e7898d3e2726d55e0b', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-benito-county-2012.csv', 'path': 'full/0944252dab5bb0ad022bb81e574a8c4d1e749961.csv'}]"
San Benito County,2011,Download San Benito County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/san-benito-county-2011.csv,"[{'checksum': '126687cd4310514a2b305baf9cbca18f', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-benito-county-2011.csv', 'path': 'full/0f35045d7eb7e0a7435ed08bf58da1de92848b64.csv'}]"
San Diego County,2011,Download San Diego County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/san-diego-county-2011.csv,"[{'checksum': '84e70e68bc33a8d5596d0be176b87d1b', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-county-2011.csv', 'path': 'full/1844701c439ef2d609d22ba2b30ee57bb9524105.csv'}]"
San Bernardino County,2015,Download San Bernardino County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2015.csv,"[{'checksum': '7c257f0ea44ab2912e4d2958dff2faf8', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2015.csv', 'path': 'full/76fc729b2eb6e253fd7828a4f6abf8839e81a3c8.csv'}]"
San Bernardino County,2016,Download San Bernardino County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2016.csv,"[{'checksum': '8192e4b117b2989c6116f5f036c59bbf', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2016.csv', 'path': 'full/433fe966e737311550fb4cd0895756a0f01054d3.csv'}]"
San Bernardino County,2013,Download San Bernardino County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2013.csv,"[{'checksum': '6b8cc1f0d24ba1c4c035ecb5085b98b1', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2013.csv', 'path': 'full/05f6aa3df02258f3b8204bd2403736f3b732ee23.csv'}]"
Sacramento County,2016,Download Sacramento County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/sacramento-county-2016.csv,"[{'checksum': '23c624bf81c294ad4a5c76619730afc6', 'url': 'https://transcal.s3.amazonaws.com/public/export/sacramento-county-2016.csv', 'path': 'full/2a924146b4b0f36e253eadbc90dc1126d538c0e8.csv'}]"
San Bernardino County,2011,Download San Bernardino County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2011.csv,"[{'checksum': '3828743acecc695601690ce3111948cf', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2011.csv', 'path': 'full/51a65df29ae37ffc481ac97a0f11314495045f90.csv'}]"
Sacramento County,2015,Download Sacramento County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/sacramento-county-2015.csv,"[{'checksum': '26a5bd40c7849331614f8f3785f5ca26', 'url': 'https://transcal.s3.amazonaws.com/public/export/sacramento-county-2015.csv', 'path': 'full/18c4b7df1c53af89e621c7b012431d829020fe63.csv'}]"
Sacramento County,2013,Download Sacramento County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/sacramento-county-2013.csv,"[{'checksum': '989958f2723c4a7cf87e89adbbb1c8bb', 'url': 'https://transcal.s3.amazonaws.com/public/export/sacramento-county-2013.csv', 'path': 'full/404c67209cdd4c21bd27277c6a63764b8874cfe7.csv'}]"
San Bernardino County,2014,Download San Bernardino County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2014.csv,"[{'checksum': 'dcc616f1dd7c5cddf5a4aa2c15bc5111', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2014.csv', 'path': 'full/77c9e5307c8521e4ffbad40c13f25ec372cd9da3.csv'}]"
Sacramento County,2011,Download Sacramento County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/sacramento-county-2011.csv,"[{'checksum': 'd9faabea28f4451c246a74cbb2dfe1cd', 'url': 'https://transcal.s3.amazonaws.com/public/export/sacramento-county-2011.csv', 'path': 'full/e0dccc687726f3b301cb47737be25c98068a670b.csv'}]"
San Bernardino County,2012,Download San Bernardino County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2012.csv,"[{'checksum': '844de80a2176e65c1717f4c3c3c8c3de', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-county-2012.csv', 'path': 'full/15c84a9ff802f0a8d0bff607b66b86a6d3503c98.csv'}]"
Sacramento County,2014,Download Sacramento County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/sacramento-county-2014.csv,"[{'checksum': '2142078cdee6ed9853a415ff137832fe', 'url': 'https://transcal.s3.amazonaws.com/public/export/sacramento-county-2014.csv', 'path': 'full/ecef8646391340cfaa25c986fc0850df7788284f.csv'}]"
San Francisco,2016,Download San Francisco payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-francisco-2016.csv,"[{'checksum': 'ff496d1edb24f5d8d14e6fce940ed3b2', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-francisco-2016.csv', 'path': 'full/157cb89f1af51670ed272675488dba5436058f92.csv'}]"
Sacramento County,2012,Download Sacramento County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/sacramento-county-2012.csv,"[{'checksum': '9497e97e2fa6d89b09f5fc9515e3a673', 'url': 'https://transcal.s3.amazonaws.com/public/export/sacramento-county-2012.csv', 'path': 'full/3dae0dd2b71f633a9f216274708ed7e8c038fb86.csv'}]"
Plumas County,2016,Download Plumas County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/plumas-county-2016.csv,"[{'checksum': '848c7a447167e8f93a2a719e3bd5e3ce', 'url': 'https://transcal.s3.amazonaws.com/public/export/plumas-county-2016.csv', 'path': 'full/5fc51f135696fe1b6d13422aa548dfb9b990bd26.csv'}]"
Plumas County,2015,Download Plumas County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/plumas-county-2015.csv,"[{'checksum': '28d1a6c33e034392d6668aef147a610f', 'url': 'https://transcal.s3.amazonaws.com/public/export/plumas-county-2015.csv', 'path': 'full/dc3be08fdf6dcd81b1edaf1e37c77010044068d7.csv'}]"
Plumas County,2014,Download Plumas County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/plumas-county-2014.csv,"[{'checksum': '6d89e7e3752069ce0e4d509e63a8615f', 'url': 'https://transcal.s3.amazonaws.com/public/export/plumas-county-2014.csv', 'path': 'full/9331a3df88d7355063913088f3baa8845ecae43e.csv'}]"
Riverside County,2016,Download Riverside County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/riverside-county-2016.csv,"[{'checksum': '1093f984b79956b85d1fcaf4f0340ff7', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-county-2016.csv', 'path': 'full/fd9e357d5f1227ef4a4d798b32e2608ea1513261.csv'}]"
