city_name,year,description,file_urls,files
Yuba County,2016,Download Yuba County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/yuba-county-2016.csv,"[{'checksum': '68af42ee10f9c3042daa4d8aa572a8bc', 'url': 'https://transcal.s3.amazonaws.com/public/export/yuba-county-2016.csv', 'path': 'full/41f423f1774ae49b6b1b967134772ec643af760c.csv'}]"
Yuba County,2015,Download Yuba County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/yuba-county-2015.csv,"[{'checksum': '3fff53964eacd6e420c463eb2e54372a', 'url': 'https://transcal.s3.amazonaws.com/public/export/yuba-county-2015.csv', 'path': 'full/7d474e23dcb7ae9a1fc6140d8d651ee38c0a07bc.csv'}]"
Yuba County,2014,Download Yuba County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/yuba-county-2014.csv,"[{'checksum': 'b1987051eca03662c642ac360a7a1d95', 'url': 'https://transcal.s3.amazonaws.com/public/export/yuba-county-2014.csv', 'path': 'full/fa06307a499eb8faab486928b3d06f18017f1839.csv'}]"
Yuba County,2013,Download Yuba County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/yuba-county-2013.csv,"[{'checksum': '6af52354e8d21737fc1d8436df3bdb3f', 'url': 'https://transcal.s3.amazonaws.com/public/export/yuba-county-2013.csv', 'path': 'full/0dce1fef80b5be9c4dfc94599b2061076c795f52.csv'}]"
Yuba County,2012,Download Yuba County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/yuba-county-2012.csv,"[{'checksum': 'dcf37e340713c3890a9f6c7d237ab9dd', 'url': 'https://transcal.s3.amazonaws.com/public/export/yuba-county-2012.csv', 'path': 'full/cbc746669bc8872c6400033d7fe1eaffd815693a.csv'}]"
Yuba County,2011,Download Yuba County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/yuba-county-2011.csv,"[{'checksum': 'f342388d04c628be1cad3cb766c54dac', 'url': 'https://transcal.s3.amazonaws.com/public/export/yuba-county-2011.csv', 'path': 'full/7b22044bcfc77e2c29cc5a569caf93da51171081.csv'}]"
Kings County,2016,Download Kings County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/kings-county-2016.csv,"[{'checksum': 'a22db71036d1ed217929e2ef528e8be7', 'url': 'https://transcal.s3.amazonaws.com/public/export/kings-county-2016.csv', 'path': 'full/63ab8ddc7057d19448d054d43286259d08086fd4.csv'}]"
Kings County,2013,Download Kings County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/kings-county-2013.csv,"[{'checksum': 'ea17383a4cde530571b5af978c28f032', 'url': 'https://transcal.s3.amazonaws.com/public/export/kings-county-2013.csv', 'path': 'full/cf401898dd0df1f0502feccd57f1e3fa58017a2f.csv'}]"
Kings County,2015,Download Kings County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/kings-county-2015.csv,"[{'checksum': 'fce4ef56d92434fa49b4b1ee9e7222cb', 'url': 'https://transcal.s3.amazonaws.com/public/export/kings-county-2015.csv', 'path': 'full/4f9f8e32df4cbb8d708907dd9c76515c8df39d83.csv'}]"
Kings County,2012,Download Kings County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/kings-county-2012.csv,"[{'checksum': 'ab567714d7658015a968101183651727', 'url': 'https://transcal.s3.amazonaws.com/public/export/kings-county-2012.csv', 'path': 'full/65eba4a3b583a868865341e05d53344696cf3806.csv'}]"
Kings County,2010,Download Kings County payroll data for 2010,https://transcal.s3.amazonaws.com/public/export/kings-county-2010.csv,"[{'checksum': '10e506db1e6185386859203837e9bca2', 'url': 'https://transcal.s3.amazonaws.com/public/export/kings-county-2010.csv', 'path': 'full/c1dae633e187b1e186df887afa833bf7017d3bc3.csv'}]"
Kings County,2011,Download Kings County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/kings-county-2011.csv,"[{'checksum': '482821db174cdff75c0a98d817de8f38', 'url': 'https://transcal.s3.amazonaws.com/public/export/kings-county-2011.csv', 'path': 'full/27f114e46aacb911b52a73b7cf1faf1393bd4e6d.csv'}]"
Alameda County,2012,Download Alameda County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/alameda-county-2012.csv,"[{'checksum': '7f40eb1a26b3feca84a346118095877f', 'url': 'https://transcal.s3.amazonaws.com/public/export/alameda-county-2012.csv', 'path': 'full/2aa054d29884af3425ca0f835c4eebd0abc8fa3b.csv'}]"
Yolo County,2016,Download Yolo County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/yolo-county-2016.csv,"[{'checksum': '2c0e6a8b9af046d2f8220fd80883cbce', 'url': 'https://transcal.s3.amazonaws.com/public/export/yolo-county-2016.csv', 'path': 'full/254b5e9e744c60cc6b554268ae54e009ec710431.csv'}]"
Yolo County,2015,Download Yolo County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/yolo-county-2015.csv,"[{'checksum': '0ff00e0edc0cc2b3b2c5fa705b428115', 'url': 'https://transcal.s3.amazonaws.com/public/export/yolo-county-2015.csv', 'path': 'full/87432e14a61ed6b659f8f312337d2ec2cc6c8214.csv'}]"
Yolo County,2014,Download Yolo County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/yolo-county-2014.csv,"[{'checksum': '8ccd08dfc422d584eb041f10673505e1', 'url': 'https://transcal.s3.amazonaws.com/public/export/yolo-county-2014.csv', 'path': 'full/9ac9bf06a73a3140eb60cbb981973dfa435a3787.csv'}]"
Yolo County,2012,Download Yolo County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/yolo-county-2012.csv,"[{'checksum': 'e7f1c5f1bc52832f66e6c47aa736f5dc', 'url': 'https://transcal.s3.amazonaws.com/public/export/yolo-county-2012.csv', 'path': 'full/5c55e49fc3b452f00c985d1feb3147738e9e993c.csv'}]"
Yolo County,2013,Download Yolo County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/yolo-county-2013.csv,"[{'checksum': '97d64d742716076a103cfb17c0aaa55e', 'url': 'https://transcal.s3.amazonaws.com/public/export/yolo-county-2013.csv', 'path': 'full/6e47a9fc4e08ad70529f14323fbb59742ca17633.csv'}]"
Yolo County,2011,Download Yolo County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/yolo-county-2011.csv,"[{'checksum': '72e6a8530fb1f019d38e3e7273f5bdec', 'url': 'https://transcal.s3.amazonaws.com/public/export/yolo-county-2011.csv', 'path': 'full/77a9f0b7ef20e3405207e216643db78f2e044bd2.csv'}]"
Ventura County,2016,Download Ventura County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/ventura-county-2016.csv,"[{'checksum': '90ffb9ece24c8eced3f82f422e466e36', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-county-2016.csv', 'path': 'full/5d53e5c900109b34b11c19af7c081012cdfdcbe2.csv'}]"
Ventura County,2015,Download Ventura County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/ventura-county-2015.csv,"[{'checksum': 'e8e358d6ec2588efb2042ad5c0cea253', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-county-2015.csv', 'path': 'full/09c0477e43b58260dca2c85d1ae41a062cc3e85a.csv'}]"
Ventura County,2014,Download Ventura County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/ventura-county-2014.csv,"[{'checksum': '5d4bf8325d818222542cc697133d2d0b', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-county-2014.csv', 'path': 'full/90ac8bf1ad29585e69ea9886cbc63bffa38dad84.csv'}]"
Tuolumne County,2016,Download Tuolumne County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2016.csv,"[{'checksum': '8648e4cca1a6ad30abd4ee16fc086cc8', 'url': 'https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2016.csv', 'path': 'full/bff88a1a78788ea22901e5aa4e0cb065362c10bc.csv'}]"
Ventura County,2013,Download Ventura County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/ventura-county-2013.csv,"[{'checksum': 'bc1843340c748fb1d99b3fbf5226e324', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-county-2013.csv', 'path': 'full/394812ef33cbb73e74b124461ad04dad14ddb82c.csv'}]"
Tuolumne County,2015,Download Tuolumne County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2015.csv,"[{'checksum': 'e38b55081014e7d9165a0344f1de8a94', 'url': 'https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2015.csv', 'path': 'full/eb4054f8e6e9601baaed5200e2c8e38661e6241d.csv'}]"
Tuolumne County,2013,Download Tuolumne County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2013.csv,"[{'checksum': '3e28de658058298d032c992133d025ce', 'url': 'https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2013.csv', 'path': 'full/ef083f8fc80e302d1bbed9986372c302c4e2e492.csv'}]"
Tuolumne County,2014,Download Tuolumne County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2014.csv,"[{'checksum': '574c7dcd236c7c567bfe2fdaf2a7ec23', 'url': 'https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2014.csv', 'path': 'full/0695574ff5930b517357fb28df3ca1911e8386d8.csv'}]"
Tuolumne County,2011,Download Tuolumne County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2011.csv,"[{'checksum': '169ccb6e6f6f718a51bbfcb10e3c796a', 'url': 'https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2011.csv', 'path': 'full/35d271edf3381c51da67081447c65194680d420f.csv'}]"
Tuolumne County,2012,Download Tuolumne County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2012.csv,"[{'checksum': '70d7703658720677a25152720e03fce0', 'url': 'https://transcal.s3.amazonaws.com/public/export/tuolumne-county-2012.csv', 'path': 'full/6a28f52f12bd9bbd76de61bef4d37917e1dff200.csv'}]"
Trinity County,2016,Download Trinity County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/trinity-county-2016.csv,"[{'checksum': 'c9bc94f4197d13860e554da5a76cfbac', 'url': 'https://transcal.s3.amazonaws.com/public/export/trinity-county-2016.csv', 'path': 'full/c55ae3d77eced295a76e849f6896a12cb21fd2b6.csv'}]"
Trinity County,2015,Download Trinity County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/trinity-county-2015.csv,"[{'checksum': '47e8812cf47999e5e0dda9679d1b7420', 'url': 'https://transcal.s3.amazonaws.com/public/export/trinity-county-2015.csv', 'path': 'full/35cf525e31ccf35e104c1b355effdd8fd3570c0b.csv'}]"
Tulare County,2017,Download Tulare County payroll data for 2017,https://transcal.s3.amazonaws.com/public/export/tulare-county-2017.csv,"[{'checksum': '238d7dc9a20585552b5a765b51260cb1', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-county-2017.csv', 'path': 'full/ed18bc507c4bffbbe38fe59130f8c82ca4ef15c5.csv'}]"
Tulare County,2014,Download Tulare County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/tulare-county-2014.csv,"[{'checksum': '8590a8b060e0b033d9adcedeec466e63', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-county-2014.csv', 'path': 'full/de633d742b1e0e1eecdda8a0272b25e03641834d.csv'}]"
Tulare County,2016,Download Tulare County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/tulare-county-2016.csv,"[{'checksum': 'b7ebef9184aa70ffc761b33aebe52360', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-county-2016.csv', 'path': 'full/ad2243d96fa8ffdc2c3754df92894c10b3000e0f.csv'}]"
Tulare County,2013,Download Tulare County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/tulare-county-2013.csv,"[{'checksum': '1bf5d74edc06b33fdc7008b5d759b4bb', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-county-2013.csv', 'path': 'full/ba9e32b740f06c5c403c4ea8e85fe2cba69b0349.csv'}]"
Tulare County,2015,Download Tulare County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/tulare-county-2015.csv,"[{'checksum': '4eb26f04c5e05b9bc4a3a822e634b7f5', 'url': 'https://transcal.s3.amazonaws.com/public/export/tulare-county-2015.csv', 'path': 'full/0356bf84fb18a471830272460108e7b1b1611c18.csv'}]"
Ventura County,2011,Download Ventura County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/ventura-county-2011.csv,"[{'checksum': '8ca34c463b6f6d1786e0b46be19159b1', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-county-2011.csv', 'path': 'full/a572c6ab77c5dcb1d9aaebcf37d6cf9153ddbc19.csv'}]"
Ventura County,2012,Download Ventura County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/ventura-county-2012.csv,"[{'checksum': '8e1e05b0ad5a262fea8e1cb5e044eac3', 'url': 'https://transcal.s3.amazonaws.com/public/export/ventura-county-2012.csv', 'path': 'full/3583220189c56343e62d3eac0b22715196e32a59.csv'}]"
Tehama County,2015,Download Tehama County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/tehama-county-2015.csv,"[{'checksum': '746307e377795854a9a8815efd9f672e', 'url': 'https://transcal.s3.amazonaws.com/public/export/tehama-county-2015.csv', 'path': 'full/518b899062a1840ee62a247cd5ff2a2fe109bd80.csv'}]"
Tehama County,2016,Download Tehama County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/tehama-county-2016.csv,"[{'checksum': '6903c71b040c42ecf5b6a9aea57dc907', 'url': 'https://transcal.s3.amazonaws.com/public/export/tehama-county-2016.csv', 'path': 'full/9ab22b5b6d4c9b8ad9a61825435f9a476ecc0fb6.csv'}]"
Tehama County,2014,Download Tehama County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/tehama-county-2014.csv,"[{'checksum': 'c3616d2f7c167617b9b57e8492b633e8', 'url': 'https://transcal.s3.amazonaws.com/public/export/tehama-county-2014.csv', 'path': 'full/327ed7396c334de622b10d8a3b467c7b8cc3d1f8.csv'}]"
Tehama County,2013,Download Tehama County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/tehama-county-2013.csv,"[{'checksum': '54019fa99a471bcc2005849cec45dfb8', 'url': 'https://transcal.s3.amazonaws.com/public/export/tehama-county-2013.csv', 'path': 'full/ba34714c86c02de3b49e834565a367220a23a485.csv'}]"
Tehama County,2011,Download Tehama County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/tehama-county-2011.csv,"[{'checksum': '13a4c24b518cf7d52be5d73981493107', 'url': 'https://transcal.s3.amazonaws.com/public/export/tehama-county-2011.csv', 'path': 'full/0e3388a5bfbbd0b4d0bf0a8a5fa2cfbc967bc200.csv'}]"
Tehama County,2012,Download Tehama County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/tehama-county-2012.csv,"[{'checksum': '2174e1ec081156b9024e3c74cb33badf', 'url': 'https://transcal.s3.amazonaws.com/public/export/tehama-county-2012.csv', 'path': 'full/1f2eeac50c5971f2c3ae640cca326e7b3be88d1a.csv'}]"
Stanislaus County,2015,Download Stanislaus County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2015.csv,"[{'checksum': 'd04253895ff193ce4bc13814d496e2b8', 'url': 'https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2015.csv', 'path': 'full/df16060add5a0a563d78279984ff521782a871fe.csv'}]"
Stanislaus County,2016,Download Stanislaus County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2016.csv,"[{'checksum': 'd74638d8f3cce0b9e2c8bf5159a5cb8a', 'url': 'https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2016.csv', 'path': 'full/636270a9cd3e74fbdc34ceed52c053dbba4e0724.csv'}]"
Stanislaus County,2014,Download Stanislaus County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2014.csv,"[{'checksum': '83c9a8485052e8cc922bafe8497e10a2', 'url': 'https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2014.csv', 'path': 'full/2e717b5b5413d6e9878161208310133f0d9f783c.csv'}]"
Stanislaus County,2013,Download Stanislaus County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2013.csv,"[{'checksum': '66117f5ebaa2edfe9e313451a930417f', 'url': 'https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2013.csv', 'path': 'full/a4779052d75b1ef9163a55f93f4691abcee68d57.csv'}]"
Stanislaus County,2012,Download Stanislaus County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2012.csv,"[{'checksum': '9b7273771d0ca6b40f415c890de7fa06', 'url': 'https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2012.csv', 'path': 'full/6efef2b5dc797a0694ab4ff43c7f8cfb4fc160e8.csv'}]"
Sutter County,2017,Download Sutter County payroll data for 2017,https://transcal.s3.amazonaws.com/public/export/sutter-county-2017.csv,"[{'checksum': 'f45afb926ac4a989f8ea00fbb040d356', 'url': 'https://transcal.s3.amazonaws.com/public/export/sutter-county-2017.csv', 'path': 'full/485cfc3a1f6a55d42bf841f265e638c73a16f4c8.csv'}]"
Sutter County,2016,Download Sutter County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/sutter-county-2016.csv,"[{'checksum': 'e0fea6f0464549a197bd08adfd6bb550', 'url': 'https://transcal.s3.amazonaws.com/public/export/sutter-county-2016.csv', 'path': 'full/f8792143ddc0c4d243eee07212c7e65852ae9bcc.csv'}]"
Stanislaus County,2011,Download Stanislaus County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2011.csv,"[{'checksum': '089988f1982334fc89ca55154754dd21', 'url': 'https://transcal.s3.amazonaws.com/public/export/stanislaus-county-2011.csv', 'path': 'full/e4dbb6dcbd8c2d0c4cd5f7f8af30396ed25a7d0e.csv'}]"
Sutter County,2015,Download Sutter County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/sutter-county-2015.csv,"[{'checksum': 'd797e3af0a8e368fb1975506864ebf73', 'url': 'https://transcal.s3.amazonaws.com/public/export/sutter-county-2015.csv', 'path': 'full/372da3404d529a26ebb1f6ecc1c67daae7e19d78.csv'}]"
Sutter County,2014,Download Sutter County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/sutter-county-2014.csv,"[{'checksum': '00f1379522e92b5fb7a6404f69477f8f', 'url': 'https://transcal.s3.amazonaws.com/public/export/sutter-county-2014.csv', 'path': 'full/7275943367073f8b491c167a36cc1a4dc9354bba.csv'}]"
Sutter County,2012,Download Sutter County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/sutter-county-2012.csv,"[{'checksum': '1b56cbbadccac4e186273bddf67038cd', 'url': 'https://transcal.s3.amazonaws.com/public/export/sutter-county-2012.csv', 'path': 'full/2b590ef2a578c96bb4dd1d5375849fe96767c599.csv'}]"
Sutter County,2013,Download Sutter County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/sutter-county-2013.csv,"[{'checksum': 'cd5dcab724ef0db6a4019a26e097abae', 'url': 'https://transcal.s3.amazonaws.com/public/export/sutter-county-2013.csv', 'path': 'full/4ffcdcb2406eed845797738d2a77fd5f53786423.csv'}]"
Sutter County,2011,Download Sutter County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/sutter-county-2011.csv,"[{'checksum': '0f6e9d06bb122e24e2db1861b19ebfd8', 'url': 'https://transcal.s3.amazonaws.com/public/export/sutter-county-2011.csv', 'path': 'full/ac67d342a20f8144155b022322195f547e19648d.csv'}]"
Sonoma County,2016,Download Sonoma County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/sonoma-county-2016.csv,"[{'checksum': '6da3e9af80fe750b650091030affaaf1', 'url': 'https://transcal.s3.amazonaws.com/public/export/sonoma-county-2016.csv', 'path': 'full/a4a7f8c2c6fbd45c7f0e4875ea727a931e59cf75.csv'}]"
Sonoma County,2015,Download Sonoma County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/sonoma-county-2015.csv,"[{'checksum': 'fe456c78b4438bd9494e280c02811c37', 'url': 'https://transcal.s3.amazonaws.com/public/export/sonoma-county-2015.csv', 'path': 'full/5faaa4f363853ac226a43da5c235c92a1a775299.csv'}]"
Sonoma County,2014,Download Sonoma County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/sonoma-county-2014.csv,"[{'checksum': '6ecc68e4d93f8dbd7d7e5821cd3e0edc', 'url': 'https://transcal.s3.amazonaws.com/public/export/sonoma-county-2014.csv', 'path': 'full/9c218ef4972b14a6062dbda1af742dd1db937b74.csv'}]"
Sonoma County,2013,Download Sonoma County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/sonoma-county-2013.csv,"[{'checksum': '1997fef5f3aa197ab3b8d9cc7b5ce125', 'url': 'https://transcal.s3.amazonaws.com/public/export/sonoma-county-2013.csv', 'path': 'full/2ca592cd2ef64e09818535f9c35fabb84e52a264.csv'}]"
Solano County,2016,Download Solano County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/solano-county-2016.csv,"[{'checksum': '86d43fdaa293531a86c231bfb7a0dc2d', 'url': 'https://transcal.s3.amazonaws.com/public/export/solano-county-2016.csv', 'path': 'full/2608d6b89f7ea12c325ee1ed5a4444a4f45400c8.csv'}]"
Sonoma County,2012,Download Sonoma County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/sonoma-county-2012.csv,"[{'checksum': '6f8169df78b8868cff49868ee1c14d3d', 'url': 'https://transcal.s3.amazonaws.com/public/export/sonoma-county-2012.csv', 'path': 'full/21859bb08426f16d7198e97a29d3d06f2243a4a8.csv'}]"
Solano County,2011,Download Solano County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/solano-county-2011.csv,"[{'checksum': '9b43b8c6dd98144336f25ef85d7a54da', 'url': 'https://transcal.s3.amazonaws.com/public/export/solano-county-2011.csv', 'path': 'full/70556e34b86396a3414d1cc5bb4f94ded45de63c.csv'}]"
Siskiyou County,2016,Download Siskiyou County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2016.csv,"[{'checksum': 'cf09cbf88f1e185ffa2e8bc7c46942af', 'url': 'https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2016.csv', 'path': 'full/ef73eae55d26144ffa15d1895c8196a6a75d1c38.csv'}]"
Solano County,2015,Download Solano County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/solano-county-2015.csv,"[{'checksum': '064d240e6c926307951b0a76f23055cf', 'url': 'https://transcal.s3.amazonaws.com/public/export/solano-county-2015.csv', 'path': 'full/bbdc01d3e02db48a6ff115897d1cf2c630734947.csv'}]"
Solano County,2012,Download Solano County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/solano-county-2012.csv,"[{'checksum': '0d0d4348904ab0d3a94a95ffb93da7bf', 'url': 'https://transcal.s3.amazonaws.com/public/export/solano-county-2012.csv', 'path': 'full/9a9eee79f56837767819fc8d27c14a425fd54b2f.csv'}]"
Sierra County,2016,Download Sierra County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/sierra-county-2016.csv,"[{'checksum': 'e1b6511062662c8491d829303846d1d9', 'url': 'https://transcal.s3.amazonaws.com/public/export/sierra-county-2016.csv', 'path': 'full/e67787eef121f6c0935c2c649a51289ecef7d1da.csv'}]"
Sierra County,2015,Download Sierra County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/sierra-county-2015.csv,"[{'checksum': '3aa491c19b9f2dc1c064897bc451d620', 'url': 'https://transcal.s3.amazonaws.com/public/export/sierra-county-2015.csv', 'path': 'full/d4770b1b26246237cdb9e9097fededff7bb6c119.csv'}]"
Sierra County,2014,Download Sierra County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/sierra-county-2014.csv,"[{'checksum': '0ce5c2e7546aa1577fae896ca8e09ead', 'url': 'https://transcal.s3.amazonaws.com/public/export/sierra-county-2014.csv', 'path': 'full/f70566289fd46f91dc075fec29bde6d077bfe182.csv'}]"
Siskiyou County,2014,Download Siskiyou County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2014.csv,"[{'checksum': '2753240a3f555babd5b8572902956239', 'url': 'https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2014.csv', 'path': 'full/6c8606179b0427448b2821d18800a87daee55ec5.csv'}]"
Siskiyou County,2015,Download Siskiyou County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2015.csv,"[{'checksum': 'f73505b54a7a4b946f96afd48f264f5c', 'url': 'https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2015.csv', 'path': 'full/435bbc84e64b08e54834fdc9b5378edd59634822.csv'}]"
Sierra County,2013,Download Sierra County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/sierra-county-2013.csv,"[{'checksum': 'f7d017171b50b6d72b8166b85d278dd2', 'url': 'https://transcal.s3.amazonaws.com/public/export/sierra-county-2013.csv', 'path': 'full/b525dd9fa3ed8a255f48d78a01a0e917c0f45543.csv'}]"
Siskiyou County,2013,Download Siskiyou County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2013.csv,"[{'checksum': 'fdbfaea5b3ee4b619b0ecf38a066792d', 'url': 'https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2013.csv', 'path': 'full/ae002a807161aad5e18da178da3baaf6f9db15d0.csv'}]"
Siskiyou County,2012,Download Siskiyou County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2012.csv,"[{'checksum': '7c63054ea65ff0d50046be6409e378cf', 'url': 'https://transcal.s3.amazonaws.com/public/export/siskiyou-county-2012.csv', 'path': 'full/001436d0c9e2e9c71435b0cec5cf375db46241b9.csv'}]"
Sierra County,2012,Download Sierra County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/sierra-county-2012.csv,"[{'checksum': '26a896ab63fbdcd6b5c00e7c61d5d773', 'url': 'https://transcal.s3.amazonaws.com/public/export/sierra-county-2012.csv', 'path': 'full/78e8e3504ed00166404b3e8dea0dba6afbff9d11.csv'}]"
Sonoma County,2011,Download Sonoma County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/sonoma-county-2011.csv,"[{'checksum': '13c4cd25384a82b716764dbfa58f61dd', 'url': 'https://transcal.s3.amazonaws.com/public/export/sonoma-county-2011.csv', 'path': 'full/5c351c486dc601c0dd91cdd9b61a0da725492e57.csv'}]"
Sierra County,2011,Download Sierra County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/sierra-county-2011.csv,"[{'checksum': '61ffbaf843dd3cab90ec34b7c7d58425', 'url': 'https://transcal.s3.amazonaws.com/public/export/sierra-county-2011.csv', 'path': 'full/c54454691b1776742e24d1c82214c65883a9b84a.csv'}]"
Solano County,2013,Download Solano County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/solano-county-2013.csv,"[{'checksum': '4bef99146f21203bebe6f36263ff5e09', 'url': 'https://transcal.s3.amazonaws.com/public/export/solano-county-2013.csv', 'path': 'full/5dd38c0eb08c8d98672dee0873c7366f34f1b96c.csv'}]"
Solano County,2014,Download Solano County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/solano-county-2014.csv,"[{'checksum': '70608de34a2ee54d1c5c933152a05f84', 'url': 'https://transcal.s3.amazonaws.com/public/export/solano-county-2014.csv', 'path': 'full/104be41fccae488bcd694eb8d220c940141321d8.csv'}]"
Shasta County,2015,Download Shasta County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/shasta-county-2015.csv,"[{'checksum': 'fbe9f5980e401e07bea20914881acb1f', 'url': 'https://transcal.s3.amazonaws.com/public/export/shasta-county-2015.csv', 'path': 'full/bef9cc30eaefb91c2121ec1f9d059d391d66f4bd.csv'}]"
